site,lead_scenario,episode,steps,init_inv_frac,EENS_kWh,outage_hours,uptime_pct,diesel_kWh,stockout_events,orders_placed,violations,mean_soc,mean_inv_pct,min_inv_pct,dg_on_fraction,grid_kWh,cost_proxy,policy,seed,train_scenario,experiment_tag,train_steps,init_low,init_high,episode_len
site2,normal,0,360,0.6036184047290367,9.606,3,99.1667,739.95542,0,2,0,0.6408744709317017,0.4275229045924407,0.13842550682672936,0.3194444444444444,2409.114428571428,1703.6011914285714,b1_weibull_k2p0,99,normal,sensitivity_weibull_k2,0,0.3,0.9,360
site2,normal,1,360,0.8009889783012054,0.0,0,100.0,749.56142,0,1,0,0.6408744709317017,0.5175881011115904,0.2076347141059352,0.3277777777777778,2409.114428571428,1713.2071914285712,b1_weibull_k2p0,99,normal,sensitivity_weibull_k2,0,0.3,0.9,360
site2,normal,2,360,0.8661195033663325,12.754999999999999,2,99.4444,736.80642,0,1,0,0.6408744709317017,0.5329678291532951,0.1481811212902903,0.32222222222222224,2409.114428571428,1700.4521914285713,b1_weibull_k2p0,99,normal,sensitivity_weibull_k2,0,0.3,0.9,360
site2,normal,3,360,0.3959946870025822,0.0,0,100.0,749.56142,0,2,0,0.6408744709317017,0.4242604764796337,0.15988535131992526,0.3277777777777778,2409.114428571428,1713.2071914285712,b1_weibull_k2p0,99,normal,sensitivity_weibull_k2,0,0.3,0.9,360
site2,normal,4,360,0.48760993963376853,0.0,0,100.0,749.56142,0,2,0,0.6408744709317017,0.4525423957774867,0.14215567946920057,0.3277777777777778,2409.114428571428,1713.2071914285712,b1_weibull_k2p0,99,normal,sensitivity_weibull_k2,0,0.3,0.9,360
site2,normal,5,360,0.8031388874217213,0.0,0,100.0,749.56142,0,1,0,0.6408744709317017,0.5280713435654397,0.2097846232264512,0.3277777777777778,2409.114428571428,1713.2071914285712,b1_weibull_k2p0,99,normal,sensitivity_weibull_k2,0,0.3,0.9,360
site2,normal,6,360,0.6829172001609267,0.0,0,100.0,749.56142,0,2,0,0.6408744709317017,0.47451632297131163,0.2038961138290387,0.3277777777777778,2409.114428571428,1713.2071914285712,b1_weibull_k2p0,99,normal,sensitivity_weibull_k2,0,0.3,0.9,360
site2,normal,7,360,0.8894447132780015,0.0,0,100.0,749.56142,0,1,0,0.6408744709317017,0.567710502755053,0.15314504206815727,0.3277777777777778,2409.114428571428,1713.2071914285712,b1_weibull_k2p0,99,normal,sensitivity_weibull_k2,0,0.3,0.9,360
site2,normal,8,360,0.6891215516401548,23.775,3,99.1667,725.78642,0,2,0,0.6408744709317017,0.4082189414084406,0.1299922697385846,0.3111111111111111,2409.114428571428,1689.4321914285713,b1_weibull_k2p0,99,normal,sensitivity_weibull_k2,0,0.3,0.9,360
site2,normal,9,360,0.813596290397157,0.0,0,100.0,749.56142,0,1,0,0.6408744709317017,0.5151954132075417,0.22024202620188657,0.3277777777777778,2409.114428571428,1713.2071914285712,b1_weibull_k2p0,99,normal,sensitivity_weibull_k2,0,0.3,0.9,360
