policy,lead_scenario,site,seed,EENS_mean,diesel_mean,uptime_mean
a6,extreme,site1,999,0.0,36.545,100.0
a6,extreme,site10,7,0.0,41.66501000000001,100.0
a6,extreme,site10,13,0.0,41.66501000000001,100.0
a6,extreme,site10,21,0.0,41.66501000000001,100.0
a6,extreme,site10,42,0.0,41.66501000000001,100.0
a6,extreme,site10,99,0.0,41.66501000000001,100.0
a6,extreme,site10,123,0.0,41.66501000000001,100.0
a6,extreme,site10,314,0.0,41.66501000000001,100.0
a6,extreme,site10,500,0.0,41.66501000000001,100.0
a6,extreme,site10,777,0.0,41.66501000000001,100.0
a6,extreme,site10,999,0.0,41.66501000000001,100.0
a6,extreme,site2,7,253.04094,496.52048,91.13888
a6,extreme,site2,13,259.08434,490.47708,90.91667
a6,extreme,site2,21,258.71404,490.84738,90.80556
a6,extreme,site2,42,254.46158,495.09984000000003,91.05556
a6,extreme,site2,99,237.01134000000002,512.55008,91.58333
a6,extreme,site2,123,252.06574,497.49568,91.08333999999999
a6,extreme,site2,314,175.89612000000002,573.6653,93.77776
a6,extreme,site2,500,237.79734,511.76408000000004,91.61111
a6,extreme,site2,777,258.5366,491.02482,90.77778
a6,extreme,site2,999,294.72920000000005,454.83222000000006,89.61109
a6,extreme,site3,7,0.0,122.62310000000005,100.0
a6,extreme,site3,13,0.0,122.62310000000005,100.0
a6,extreme,site3,21,0.0,122.62310000000005,100.0
a6,extreme,site3,42,0.0,122.62310000000005,100.0
a6,extreme,site3,99,0.0,122.62310000000005,100.0
a6,extreme,site3,123,1.1008600000000008,121.52224000000004,99.80556
a6,extreme,site3,314,0.0,122.62310000000005,100.0
a6,extreme,site3,500,0.0,122.62310000000005,100.0
a6,extreme,site3,777,0.0,122.62310000000005,100.0
a6,extreme,site3,999,3.688170000000001,118.93493000000004,99.5
a6,extreme,site4,7,0.0,207.05554,100.0
a6,extreme,site4,13,0.0,207.05554,100.0
a6,extreme,site4,21,0.0,207.05554,100.0
a6,extreme,site4,42,0.0,207.05554,100.0
a6,extreme,site4,99,0.0,207.05554,100.0
a6,extreme,site4,123,1.0162000000000004,206.03933999999998,99.94444
a6,extreme,site4,314,0.0,207.05554,100.0
a6,extreme,site4,500,0.0,207.05554,100.0
a6,extreme,site4,777,0.0,207.05554,100.0
a6,extreme,site4,999,3.8422600000000005,203.21328,99.83333
a6,extreme,site5,7,283.994528,426.635632,87.66666000000001
a6,extreme,site5,13,283.627484,427.00267599999995,87.83332
a6,extreme,site5,21,292.771564,417.85859600000003,87.2222
a6,extreme,site5,42,287.24866000000003,423.3815000000001,87.58333999999999
a6,extreme,site5,99,264.03377600000005,446.59638400000006,88.72222000000001
a6,extreme,site5,123,273.35836,437.2718,88.13888
a6,extreme,site5,314,213.034404,497.595756,90.61112
a6,extreme,site5,500,274.69413599999996,435.936024,88.44444999999999
a6,extreme,site5,777,291.325736,419.30442400000004,87.47222000000001
a6,extreme,site5,999,321.167552,389.462608,86.19444
a6,extreme,site6,7,0.0,0.0,100.0
a6,extreme,site6,13,0.0,0.0,100.0
a6,extreme,site6,21,0.0,0.0,100.0
a6,extreme,site6,42,0.0,0.0,100.0
a6,extreme,site6,99,0.0,0.0,100.0
a6,extreme,site6,123,0.0,0.0,100.0
a6,extreme,site6,314,0.0,0.0,100.0
a6,extreme,site6,500,0.0,0.0,100.0
a6,extreme,site6,777,0.0,0.0,100.0
a6,extreme,site6,999,0.0,0.0,100.0
a6,extreme,site7,7,91.406082,185.377918,92.5
a6,extreme,site7,13,91.34766200000001,185.436338,92.47223
a6,extreme,site7,21,88.95609800000001,187.827902,92.58333999999999
a6,extreme,site7,42,90.081378,186.702622,92.66667
a6,extreme,site7,99,78.025391,198.758609,93.47223
a6,extreme,site7,123,89.58622100000001,187.197779,92.61111
a6,extreme,site7,314,60.90088700000001,215.883113,95.08333999999999
a6,extreme,site7,500,85.82504800000001,190.958952,92.91669
a6,extreme,site7,777,90.45670500000001,186.327295,92.50001
a6,extreme,site7,999,104.36802400000002,172.415976,91.36112
a6,extreme,site8,7,0.0,26.8936,100.0
a6,extreme,site8,13,0.0,26.8936,100.0
a6,extreme,site8,21,0.41064,26.48296,99.88889
a6,extreme,site8,42,0.0,26.8936,100.0
a6,extreme,site8,99,0.0,26.8936,100.0
a6,extreme,site8,123,0.95724,25.93636,99.75
a6,extreme,site8,314,0.0,26.8936,100.0
a6,extreme,site8,500,0.0,26.8936,100.0
a6,extreme,site8,777,0.0,26.8936,100.0
a6,extreme,site8,999,1.20348,25.69012,99.66667
a6,extreme,site9,7,0.0,57.56046000000001,100.0
a6,extreme,site9,13,0.0,57.56046000000001,100.0
a6,extreme,site9,21,0.0,57.56046000000001,100.0
a6,extreme,site9,42,0.0,57.56046000000001,100.0
a6,extreme,site9,99,0.0,57.56046000000001,100.0
a6,extreme,site9,123,0.0,57.56046000000001,100.0
a6,extreme,site9,314,0.0,57.56046000000001,100.0
a6,extreme,site9,500,0.0,57.56046000000001,100.0
a6,extreme,site9,777,0.0,57.56046000000001,100.0
a6,extreme,site9,999,0.0,57.56046000000001,100.0
a6,monsoon,site1,7,0.0,36.545,100.0
a6,monsoon,site1,13,1.4296000000000004,35.1154,99.83333
a6,monsoon,site1,21,0.0,36.545,100.0
a6,monsoon,site1,42,0.0,36.545,100.0
a6,monsoon,site1,99,0.0,36.545,100.0
a6,monsoon,site1,123,0.0,36.545,100.0
a6,monsoon,site1,314,2.2367000000000012,34.3083,99.74998000000001
a6,monsoon,site1,500,0.0,36.545,100.0
a6,monsoon,site1,777,0.0,36.545,100.0
a6,monsoon,site1,999,0.0,36.545,100.0
a6,monsoon,site10,7,0.0,41.66501000000001,100.0
a6,monsoon,site10,13,0.0,41.66501000000001,100.0
a6,monsoon,site10,21,0.8403209999999997,40.82468900000001,99.8611
a6,monsoon,site10,42,0.0,41.66501000000001,100.0
a6,monsoon,site10,99,0.0,41.66501000000001,100.0
a6,monsoon,site10,123,0.0,41.66501000000001,100.0
a6,monsoon,site10,314,0.0,41.66501000000001,100.0
a6,monsoon,site10,500,0.0,41.66501000000001,100.0
a6,monsoon,site10,777,0.0,41.66501000000001,100.0
a6,monsoon,site10,999,0.0,41.66501000000001,100.0
a6,monsoon,site2,7,48.26598,701.2954400000001,98.33332
a6,monsoon,site2,13,22.3782,727.18322,99.22220999999999
a6,monsoon,site2,21,98.30214,651.25928,96.55555
a6,monsoon,site2,42,21.473660000000002,728.08776,99.16666000000001
a6,monsoon,site2,99,63.49616000000001,686.0652600000001,97.69444
a6,monsoon,site2,123,72.44718,677.11424,97.47223
a6,monsoon,site2,314,14.707659999999999,734.85376,99.47222000000001
a6,monsoon,site2,500,35.940020000000004,713.6214,98.75
a6,monsoon,site2,777,0.0,749.56142,100.0
a6,monsoon,site2,999,32.49588,717.0655399999999,98.77777999999999
a6,monsoon,site3,7,0.0,122.62310000000005,100.0
a6,monsoon,site3,13,0.0,122.62310000000005,100.0
a6,monsoon,site3,21,0.0,122.62310000000005,100.0
a6,monsoon,site3,42,0.0,122.62310000000005,100.0
a6,monsoon,site3,99,0.0,122.62310000000005,100.0
a6,monsoon,site3,123,0.0,122.62310000000005,100.0
a6,monsoon,site3,314,0.0,122.62310000000005,100.0
a6,monsoon,site3,500,0.0,122.62310000000005,100.0
a6,monsoon,site3,777,0.0,122.62310000000005,100.0
a6,monsoon,site3,999,0.0,122.62310000000005,100.0
a6,monsoon,site4,7,0.0,207.05554,100.0
a6,monsoon,site4,13,0.0,207.05554,100.0
a6,monsoon,site4,21,0.0,207.05554,100.0
a6,monsoon,site4,42,0.0,207.05554,100.0
a6,monsoon,site4,99,0.0,207.05554,100.0
a6,monsoon,site4,123,0.0,207.05554,100.0
a6,monsoon,site4,314,0.0,207.05554,100.0
a6,monsoon,site4,500,0.0,207.05554,100.0
a6,monsoon,site4,777,0.0,207.05554,100.0
a6,monsoon,site4,999,0.0,207.05554,100.0
a6,monsoon,site5,7,58.315644,652.314516,97.77778
a6,monsoon,site5,13,28.72312,681.9070399999999,98.94444
a6,monsoon,site5,21,112.083288,598.546872,95.30555000000001
a6,monsoon,site5,42,42.075856,668.554304,98.22222
a6,monsoon,site5,99,88.15676,622.4734,96.05555
a6,monsoon,site5,123,76.792808,633.8373519999999,96.69445
a6,monsoon,site5,314,19.737935999999998,690.8922239999999,99.11111
a6,monsoon,site5,500,39.366524000000005,671.2636359999999,98.38889
a6,monsoon,site5,777,6.5602,704.06996,99.77777999999999
a6,monsoon,site5,999,38.677576,671.9525839999999,98.16666000000001
a6,monsoon,site6,7,0.0,0.0,100.0
a6,monsoon,site6,13,0.0,0.0,100.0
a6,monsoon,site6,21,0.0,0.0,100.0
a6,monsoon,site6,42,0.0,0.0,100.0
a6,monsoon,site6,99,0.0,0.0,100.0
a6,monsoon,site6,123,0.0,0.0,100.0
a6,monsoon,site6,314,0.0,0.0,100.0
a6,monsoon,site6,500,0.0,0.0,100.0
a6,monsoon,site6,777,0.0,0.0,100.0
a6,monsoon,site6,999,0.0,0.0,100.0
a6,monsoon,site7,7,15.529600000000002,261.2544,98.75
a6,monsoon,site7,13,7.514287000000001,269.269713,99.33333
a6,monsoon,site7,21,36.996614,239.78738600000003,96.83333
a6,monsoon,site7,42,5.336180000000001,271.44782,99.55556
a6,monsoon,site7,99,16.76439,260.01961,98.61111000000001
a6,monsoon,site7,123,28.621704000000005,248.16229599999997,97.61111
a6,monsoon,site7,314,1.0148,275.7692,99.88889
a6,monsoon,site7,500,13.665217000000002,263.118783,98.86111
a6,monsoon,site7,777,1.21,275.57399999999996,99.91667
a6,monsoon,site7,999,11.221973,265.562027,99.0
a6,monsoon,site8,7,0.0,26.8936,100.0
a6,monsoon,site8,13,0.0,26.8936,100.0
a6,monsoon,site8,21,0.41064,26.48296,99.88889
a6,monsoon,site8,42,0.0,26.8936,100.0
a6,monsoon,site8,99,0.0,26.8936,100.0
a6,monsoon,site8,123,0.95724,25.93636,99.75
a6,monsoon,site8,314,0.0,26.8936,100.0
a6,monsoon,site8,500,0.05784000000000002,26.83576,99.94444
a6,monsoon,site8,777,0.0,26.8936,100.0
a6,monsoon,site8,999,1.20348,25.69012,99.66667
a6,monsoon,site9,7,0.0,57.56046000000001,100.0
a6,monsoon,site9,13,0.0,57.56046000000001,100.0
a6,monsoon,site9,21,0.0,57.56046000000001,100.0
a6,monsoon,site9,42,0.08160000000000164,57.47886000000001,99.88888
a6,monsoon,site9,99,0.0,57.56046000000001,100.0
a6,monsoon,site9,123,0.0,57.56046000000001,100.0
a6,monsoon,site9,314,0.0,57.56046000000001,100.0
a6,monsoon,site9,500,0.0,57.56046000000001,100.0
a6,monsoon,site9,777,0.0,57.56046000000001,100.0
a6,monsoon,site9,999,0.0,57.56046000000001,100.0
a6,normal,site1,7,0.0,36.545,100.0
a6,normal,site1,13,0.0,36.545,100.0
a6,normal,site1,21,0.0,36.545,100.0
a6,normal,site1,42,0.0,36.545,100.0
a6,normal,site1,99,0.0,36.545,100.0
a6,normal,site1,123,0.0,36.545,100.0
a6,normal,site1,314,0.0,36.545,100.0
a6,normal,site1,500,0.0,36.545,100.0
a6,normal,site1,777,0.0,36.545,100.0
a6,normal,site1,999,0.0,36.545,100.0
a6,normal,site10,7,0.0,41.66501000000001,100.0
a6,normal,site10,13,0.0,41.66501000000001,100.0
a6,normal,site10,21,0.0,41.66501000000001,100.0
a6,normal,site10,42,0.0,41.66501000000001,100.0
a6,normal,site10,99,0.0,41.66501000000001,100.0
a6,normal,site10,123,0.0,41.66501000000001,100.0
a6,normal,site10,314,0.0,41.66501000000001,100.0
a6,normal,site10,500,0.0,41.66501000000001,100.0
a6,normal,site10,777,0.0,41.66501000000001,100.0
a6,normal,site10,999,0.0,41.66501000000001,100.0
a6,normal,site2,7,0.0,749.56142,100.0
a6,normal,site2,13,0.0,749.56142,100.0
a6,normal,site2,21,0.0,749.56142,100.0
a6,normal,site2,42,1.6466,747.91482,99.94444
a6,normal,site2,99,13.684160000000002,735.87726,99.55556
a6,normal,site2,123,10.87824,738.68318,99.63889
a6,normal,site2,314,1.2755,748.28592,99.94444
a6,normal,site2,500,0.7484999999999999,748.8129200000001,99.97222000000001
a6,normal,site2,777,0.0,749.56142,100.0
a6,normal,site2,999,0.0,749.56142,100.0
a6,normal,site3,7,0.0,122.62310000000005,100.0
a6,normal,site3,13,0.0,122.62310000000005,100.0
a6,normal,site3,21,0.0,122.62310000000005,100.0
a6,normal,site3,42,0.0,122.62310000000005,100.0
a6,normal,site3,99,0.0,122.62310000000005,100.0
a6,normal,site3,123,0.0,122.62310000000005,100.0
a6,normal,site3,314,0.0,122.62310000000005,100.0
a6,normal,site3,500,0.0,122.62310000000005,100.0
a6,normal,site3,777,0.0,122.62310000000005,100.0
a6,normal,site3,999,0.0,122.62310000000005,100.0
a6,normal,site4,7,0.0,207.05554,100.0
a6,normal,site4,13,0.0,207.05554,100.0
a6,normal,site4,21,0.0,207.05554,100.0
a6,normal,site4,42,0.0,207.05554,100.0
a6,normal,site4,99,0.0,207.05554,100.0
a6,normal,site4,123,0.0,207.05554,100.0
a6,normal,site4,314,0.0,207.05554,100.0
a6,normal,site4,500,0.0,207.05554,100.0
a6,normal,site4,777,0.0,207.05554,100.0
a6,normal,site4,999,0.0,207.05554,100.0
a6,normal,site5,7,7.866656000000001,702.7635039999999,99.63889
a6,normal,site5,13,2.752,707.87816,99.91667
a6,normal,site5,21,11.995360000000002,698.6348,99.58333
a6,normal,site5,42,0.0,710.6301599999999,100.0
a6,normal,site5,99,12.953335999999998,697.6768239999999,99.44444
a6,normal,site5,123,28.07104,682.55912,98.97222000000001
a6,normal,site5,314,6.943256,703.6869039999999,99.69445
a6,normal,site5,500,2.576,708.0541599999999,99.91667
a6,normal,site5,777,7.304256,703.3259039999999,99.63889
a6,normal,site5,999,0.0,710.6301599999999,100.0
a6,normal,site6,7,0.0,0.0,100.0
a6,normal,site6,13,0.0,0.0,100.0
a6,normal,site6,21,0.0,0.0,100.0
a6,normal,site6,42,0.0,0.0,100.0
a6,normal,site6,99,0.0,0.0,100.0
a6,normal,site6,123,0.0,0.0,100.0
a6,normal,site6,314,0.0,0.0,100.0
a6,normal,site6,500,0.0,0.0,100.0
a6,normal,site6,777,0.0,0.0,100.0
a6,normal,site6,999,0.0,0.0,100.0
a6,normal,site7,7,1.7514499999999997,275.03255,99.86111
a6,normal,site7,13,0.0,276.784,100.0
a6,normal,site7,21,2.28825,274.49575,99.80556
a6,normal,site7,42,1.8448,274.93919999999997,99.83333
a6,normal,site7,99,3.92768,272.85632,99.69444
a6,normal,site7,123,4.657327,272.126673,99.58333
a6,normal,site7,314,2.68335,274.10065,99.77777999999999
a6,normal,site7,500,0.0,276.784,100.0
a6,normal,site7,777,0.9319000000000001,275.85209999999995,99.91667
a6,normal,site7,999,0.71275,276.07125,99.91667
a6,normal,site8,7,0.0,26.8936,100.0
a6,normal,site8,13,0.0,26.8936,100.0
a6,normal,site8,21,0.0,26.8936,100.0
a6,normal,site8,42,0.0,26.8936,100.0
a6,normal,site8,99,0.0,26.8936,100.0
a6,normal,site8,123,0.2346,26.659,99.91667
a6,normal,site8,314,0.0,26.8936,100.0
a6,normal,site8,500,0.0,26.8936,100.0
a6,normal,site8,777,0.0,26.8936,100.0
a6,normal,site8,999,0.2346,26.659,99.91667
a6,normal,site9,7,0.0,57.56046000000001,100.0
a6,normal,site9,13,0.0,57.56046000000001,100.0
a6,normal,site9,21,0.0,57.56046000000001,100.0
a6,normal,site9,42,0.0,57.56046000000001,100.0
a6,normal,site9,99,0.0,57.56046000000001,100.0
a6,normal,site9,123,0.0,57.56046000000001,100.0
a6,normal,site9,314,0.0,57.56046000000001,100.0
a6,normal,site9,500,0.0,57.56046000000001,100.0
a6,normal,site9,777,0.0,57.56046000000001,100.0
a6,normal,site9,999,0.0,57.56046000000001,100.0
a7,delayed,site1,7,0.0,36.545,100.0
a7,delayed,site1,13,0.0,36.545,100.0
a7,delayed,site1,21,0.0,36.545,100.0
a7,delayed,site1,42,0.0,36.545,100.0
a7,delayed,site1,99,0.0,36.545,100.0
a7,delayed,site1,123,0.0,36.545,100.0
a7,delayed,site1,314,0.0,36.545,100.0
a7,delayed,site1,500,0.0,36.545,100.0
a7,delayed,site1,777,0.0,36.545,100.0
a7,delayed,site1,999,0.0,36.545,100.0
a7,delayed,site10,7,0.0,41.66501000000001,100.0
a7,delayed,site10,13,0.0,41.66501000000001,100.0
a7,delayed,site10,21,0.0,41.66501000000001,100.0
a7,delayed,site10,42,0.0,41.66501000000001,100.0
a7,delayed,site10,99,0.0,41.66501000000001,100.0
a7,delayed,site10,123,0.0,41.66501000000001,100.0
a7,delayed,site10,314,0.0,41.66501000000001,100.0
a7,delayed,site10,500,0.0,41.66501000000001,100.0
a7,delayed,site10,777,0.0,41.66501000000001,100.0
a7,delayed,site10,999,0.0,41.66501000000001,100.0
a7,delayed,site2,7,0.0,749.56142,100.0
a7,delayed,site2,13,19.396700000000003,730.16472,99.33333
a7,delayed,site2,21,35.753,713.8084200000001,98.77777999999999
a7,delayed,site2,42,0.0,749.56142,100.0
a7,delayed,site2,99,1.8763,747.68512,99.88889
a7,delayed,site2,123,31.02686,718.5345599999999,98.91667
a7,delayed,site2,314,5.4292,744.1322200000001,99.83333
a7,delayed,site2,500,0.0,749.56142,100.0
a7,delayed,site2,777,2.9617,746.5997199999999,99.86111
a7,delayed,site2,999,33.73772,715.8237,98.80556
a7,delayed,site3,7,0.0,122.62310000000005,100.0
a7,delayed,site3,13,0.0,122.62310000000005,100.0
a7,delayed,site3,21,0.0,122.62310000000005,100.0
a7,delayed,site3,42,0.0,122.62310000000005,100.0
a7,delayed,site3,99,0.0,122.62310000000005,100.0
a7,delayed,site3,123,0.0,122.62310000000005,100.0
a7,delayed,site3,314,0.0,122.62310000000005,100.0
a7,delayed,site3,500,0.0,122.62310000000005,100.0
a7,delayed,site3,777,0.0,122.62310000000005,100.0
a7,delayed,site3,999,2.805070000000001,119.81803000000005,99.61111
a7,delayed,site4,7,0.0,207.05554,100.0
a7,delayed,site4,13,0.0,207.05554,100.0
a7,delayed,site4,21,0.0,207.05554,100.0
a7,delayed,site4,42,0.0,207.05554,100.0
a7,delayed,site4,99,0.0,207.05554,100.0
a7,delayed,site4,123,0.0,207.05554,100.0
a7,delayed,site4,314,0.0,207.05554,100.0
a7,delayed,site4,500,0.0,207.05554,100.0
a7,delayed,site4,777,0.0,207.05554,100.0
a7,delayed,site4,999,0.0,207.05554,100.0
a7,delayed,site5,7,0.0,710.6301599999999,100.0
a7,delayed,site5,13,22.428919999999998,688.20124,99.13889
a7,delayed,site5,21,36.502880000000005,674.1272799999999,98.61111
a7,delayed,site5,42,0.0,710.6301599999999,100.0
a7,delayed,site5,99,14.278044000000003,696.3521159999999,99.30556
a7,delayed,site5,123,33.841364,676.7887959999999,98.52777999999999
a7,delayed,site5,314,4.9487879999999995,705.6813719999999,99.77777999999999
a7,delayed,site5,500,2.576,708.0541599999999,99.91667
a7,delayed,site5,777,9.212068000000002,701.4180919999999,99.52777999999999
a7,delayed,site5,999,17.970508000000002,692.6596519999999,99.13889
a7,delayed,site6,7,0.0,0.0,100.0
a7,delayed,site6,13,0.0,0.0,100.0
a7,delayed,site6,21,0.0,0.0,100.0
a7,delayed,site6,42,0.0,0.0,100.0
a7,delayed,site6,99,0.0,0.0,100.0
a7,delayed,site6,123,0.0,0.0,100.0
a7,delayed,site6,314,0.0,0.0,100.0
a7,delayed,site6,500,0.0,0.0,100.0
a7,delayed,site6,777,0.0,0.0,100.0
a7,delayed,site6,999,0.0,0.0,100.0
a7,delayed,site7,7,0.0,276.784,100.0
a7,delayed,site7,13,7.514287000000001,269.269713,99.33333
a7,delayed,site7,21,15.195967000000001,261.588033,98.69445
a7,delayed,site7,42,0.0,276.784,100.0
a7,delayed,site7,99,0.45099999999999996,276.33299999999997,99.97222000000001
a7,delayed,site7,123,11.478837000000002,265.305163,99.02777999999999
a7,delayed,site7,314,0.0,276.784,100.0
a7,delayed,site7,500,0.0,276.784,100.0
a7,delayed,site7,777,1.21,275.57399999999996,99.91667
a7,delayed,site7,999,16.09008,260.69392,98.63889
a7,delayed,site8,7,0.0,26.8936,100.0
a7,delayed,site8,13,0.0,26.8936,100.0
a7,delayed,site8,21,0.41064,26.48296,99.88889
a7,delayed,site8,42,0.0,26.8936,100.0
a7,delayed,site8,99,0.0,26.8936,100.0
a7,delayed,site8,123,0.2346,26.659,99.91667
a7,delayed,site8,314,0.0,26.8936,100.0
a7,delayed,site8,500,0.72264,26.17096,99.83333
a7,delayed,site8,777,0.0,26.8936,100.0
a7,delayed,site8,999,1.20348,25.69012,99.66667
a7,delayed,site9,7,0.0,57.56046000000001,100.0
a7,delayed,site9,13,0.0,57.56046000000001,100.0
a7,delayed,site9,21,0.0,57.56046000000001,100.0
a7,delayed,site9,42,0.0,57.56046000000001,100.0
a7,delayed,site9,99,0.0,57.56046000000001,100.0
a7,delayed,site9,123,0.0,57.56046000000001,100.0
a7,delayed,site9,314,0.0,57.56046000000001,100.0
a7,delayed,site9,500,0.0,57.56046000000001,100.0
a7,delayed,site9,777,0.0,57.56046000000001,100.0
a7,delayed,site9,999,0.0,57.56046000000001,100.0
a7,extreme,site1,7,0.0,36.545,100.0
a7,extreme,site1,13,0.0,36.545,100.0
a7,extreme,site1,21,0.0,36.545,100.0
a7,extreme,site1,42,0.0,36.545,100.0
a7,extreme,site1,99,0.0,36.545,100.0
a7,extreme,site1,123,0.0,36.545,100.0
a7,extreme,site1,314,0.0,36.545,100.0
a7,extreme,site1,500,0.0,36.545,100.0
a7,extreme,site1,777,0.0,36.545,100.0
a7,extreme,site1,999,0.0,36.545,100.0
a7,extreme,site10,7,0.0,41.66501000000001,100.0
a7,extreme,site10,13,0.0,41.66501000000001,100.0
a7,extreme,site10,21,0.0,41.66501000000001,100.0
a7,extreme,site10,42,0.0,41.66501000000001,100.0
a7,extreme,site10,99,0.0,41.66501000000001,100.0
a7,extreme,site10,123,0.0,41.66501000000001,100.0
a7,extreme,site10,314,0.0,41.66501000000001,100.0
a7,extreme,site10,500,0.0,41.66501000000001,100.0
a7,extreme,site10,777,0.0,41.66501000000001,100.0
a7,extreme,site10,999,0.0,41.66501000000001,100.0
a7,extreme,site2,7,232.62438000000003,516.93704,91.83333
a7,extreme,site2,13,219.57592,529.9855,92.25
a7,extreme,site2,21,240.31437999999997,509.24704,91.41667
a7,extreme,site2,42,215.76032,533.8011,92.38889
a7,extreme,site2,99,211.0464,538.51502,92.44444000000001
a7,extreme,site2,123,242.78728,506.77414,91.44445
a7,extreme,site2,314,153.00032000000002,596.5611,94.47222000000001
a7,extreme,site2,500,186.32596,563.2354600000001,93.27778
a7,extreme,site2,777,234.40712,515.1543,91.58333999999999
a7,extreme,site2,999,284.61336,464.94806,89.91665
a7,extreme,site3,7,0.0,122.62310000000005,100.0
a7,extreme,site3,13,0.0,122.62310000000005,100.0
a7,extreme,site3,21,0.0,122.62310000000005,100.0
a7,extreme,site3,42,0.0,122.62310000000005,100.0
a7,extreme,site3,99,0.0,122.62310000000005,100.0
a7,extreme,site3,123,1.1008600000000008,121.52224000000004,99.80556
a7,extreme,site3,314,0.0,122.62310000000005,100.0
a7,extreme,site3,500,0.0,122.62310000000005,100.0
a7,extreme,site3,777,0.0,122.62310000000005,100.0
a7,extreme,site3,999,3.688170000000001,118.93493000000004,99.5
a7,extreme,site4,7,0.0,207.05554,100.0
a7,extreme,site4,13,0.0,207.05554,100.0
a7,extreme,site4,21,0.0,207.05554,100.0
a7,extreme,site4,42,0.0,207.05554,100.0
a7,extreme,site4,99,0.0,207.05554,100.0
a7,extreme,site4,123,1.0162000000000004,206.03933999999998,99.94444
a7,extreme,site4,314,0.0,207.05554,100.0
a7,extreme,site4,500,0.0,207.05554,100.0
a7,extreme,site4,777,0.0,207.05554,100.0
a7,extreme,site4,999,3.8422600000000005,203.21328,99.83333
a7,extreme,site5,7,259.621176,451.00898399999994,88.83331
a7,extreme,site5,13,248.82599599999998,461.80416399999996,89.49998000000001
a7,extreme,site5,21,275.636052,434.994108,88.02775
a7,extreme,site5,42,232.75776000000002,477.8724,89.91666000000001
a7,extreme,site5,99,234.68046800000002,475.94969199999997,89.69444
a7,extreme,site5,123,267.627616,443.00254399999994,88.30556
a7,extreme,site5,314,185.640064,524.990096,91.72222
a7,extreme,site5,500,220.742232,489.887928,90.86111
a7,extreme,site5,777,267.913112,442.7170480000001,88.36112
a7,extreme,site5,999,247.13773999999998,463.4924199999999,89.36109
a7,extreme,site6,7,0.0,0.0,100.0
a7,extreme,site6,13,0.0,0.0,100.0
a7,extreme,site6,21,0.0,0.0,100.0
a7,extreme,site6,42,0.0,0.0,100.0
a7,extreme,site6,99,0.0,0.0,100.0
a7,extreme,site6,123,0.0,0.0,100.0
a7,extreme,site6,314,0.0,0.0,100.0
a7,extreme,site6,500,0.0,0.0,100.0
a7,extreme,site6,777,0.0,0.0,100.0
a7,extreme,site6,999,0.0,0.0,100.0
a7,extreme,site7,7,82.80489500000002,193.979105,93.19444
a7,extreme,site7,13,75.501935,201.28206500000002,93.66668
a7,extreme,site7,21,85.249048,191.534952,92.86112
a7,extreme,site7,42,69.58546100000001,207.19853899999998,94.30555
a7,extreme,site7,99,65.189924,211.594076,94.52778
a7,extreme,site7,123,85.89139100000001,190.892609,92.91666000000001
a7,extreme,site7,314,22.457067000000002,254.326933,98.00001
a7,extreme,site7,500,64.061121,212.722879,94.63889
a7,extreme,site7,777,76.252915,200.531085,93.69446
a7,extreme,site7,999,94.004737,182.77926300000001,92.19445
a7,extreme,site8,7,0.0,26.8936,100.0
a7,extreme,site8,13,0.0,26.8936,100.0
a7,extreme,site8,21,0.41064,26.48296,99.88889
a7,extreme,site8,42,0.0,26.8936,100.0
a7,extreme,site8,99,0.0,26.8936,100.0
a7,extreme,site8,123,0.95724,25.93636,99.75
a7,extreme,site8,314,0.0,26.8936,100.0
a7,extreme,site8,500,0.72264,26.17096,99.83333
a7,extreme,site8,777,0.0,26.8936,100.0
a7,extreme,site8,999,1.20348,25.69012,99.66667
a7,extreme,site9,7,0.0,57.56046000000001,100.0
a7,extreme,site9,13,0.0,57.56046000000001,100.0
a7,extreme,site9,21,0.0,57.56046000000001,100.0
a7,extreme,site9,42,0.0,57.56046000000001,100.0
a7,extreme,site9,99,0.0,57.56046000000001,100.0
a7,extreme,site9,123,0.0,57.56046000000001,100.0
a7,extreme,site9,314,0.0,57.56046000000001,100.0
a7,extreme,site9,500,0.0,57.56046000000001,100.0
a7,extreme,site9,777,0.0,57.56046000000001,100.0
a7,extreme,site9,999,0.0,57.56046000000001,100.0
a7,monsoon,site1,7,0.0,36.545,100.0
a7,monsoon,site1,13,0.0,36.545,100.0
a7,monsoon,site1,21,0.0,36.545,100.0
a7,monsoon,site1,42,0.0,36.545,100.0
a7,monsoon,site1,99,0.0,36.545,100.0
a7,monsoon,site1,123,0.0,36.545,100.0
a7,monsoon,site1,314,0.0,36.545,100.0
a7,monsoon,site1,500,0.0,36.545,100.0
a7,monsoon,site1,777,0.0,36.545,100.0
a7,monsoon,site1,999,0.0,36.545,100.0
a7,monsoon,site10,7,0.0,41.66501000000001,100.0
a7,monsoon,site10,13,0.0,41.66501000000001,100.0
a7,monsoon,site10,21,0.0,41.66501000000001,100.0
a7,monsoon,site10,42,0.0,41.66501000000001,100.0
a7,monsoon,site10,99,0.0,41.66501000000001,100.0
a7,monsoon,site10,123,0.0,41.66501000000001,100.0
a7,monsoon,site10,314,0.0,41.66501000000001,100.0
a7,monsoon,site10,500,0.0,41.66501000000001,100.0
a7,monsoon,site10,777,0.0,41.66501000000001,100.0
a7,monsoon,site10,999,0.0,41.66501000000001,100.0
