t,day,hour_of_day,site,scenario,policy,seed,soc,inv_kwh,inv_pct,pending_flag,pending_qty_kwh,pending_pct,p_pv_kwh,p_load_kwh,p_grid_kwh,net_load,action_int,action_dg_raw,action_ord_raw,dg_on,order_qty_kwh,order_placed,p_dg_kwh,p_bat_kwh,fuel_used_kwh,fuel_used_L,delivery_kwh,arrival_flag,unmet_kwh,cum_unmet_kwh,stockout_flag,reward,mask_dg_blocked,mask_order_blocked,mask_order_clipped,violation,violation_soc,violation_tank,bat_charge_kwh,bat_discharge_kwh,served_kwh,grid_outage_flag,proxy_cost_diesel,proxy_cost_grid,proxy_cost_unmet,tank_cap_kwh
0,0.0,0,site5,normal,B1,42,0.24912280701754388,360.4104,0.6,0.0,0.0,0.0,0.0,9.12,12.0,9.12,0,0,0,0.0,0.0,0,0.0,2.880000000000001,0.0,0.0,0.0,0,0.0,0.0,0,-0.5753441077172025,0,0,0,0,0,0,2.880000000000001,0.0,9.12,0,0.0,4.800000000000001,0.0,600.684
1,0.041666666666666664,1,site5,normal,B1,42,0.32383040935672514,360.4104,0.6,0.0,0.0,0.0,0.0,7.62,12.0,7.62,0,0,0,0.0,0.0,0,0.0,4.38,0.0,0.0,0.0,0,0.0,0.0,0,-0.5753441077172025,0,0,0,0,0,0,4.38,0.0,7.62,0,0.0,4.800000000000001,0.0,600.684
2,0.08333333333333333,2,site5,normal,B1,42,0.3906920077972709,360.4104,0.6,0.0,0.0,0.0,0.0,8.08,12.0,8.08,0,0,0,0.0,0.0,0,0.0,3.92,0.0,0.0,0.0,0,0.0,0.0,0,-0.5753441077172025,0,0,0,0,0,0,3.92,0.0,8.08,0,0.0,4.800000000000001,0.0,600.684
3,0.125,3,site5,normal,B1,42,0.44834307992202727,360.4104,0.6,0.0,0.0,0.0,0.0,8.62,12.0,8.62,0,0,0,0.0,0.0,0,0.0,3.380000000000001,0.0,0.0,0.0,0,0.0,0.0,0,-0.5753441077172025,0,0,0,0,0,0,3.380000000000001,0.0,8.62,0,0.0,4.800000000000001,0.0,600.684
4,0.16666666666666666,4,site5,normal,B1,42,0.5166374269005848,360.4104,0.6,0.0,0.0,0.0,0.244,8.24,12.0,7.996,0,0,0,0.0,0.0,0,0.0,4.004,0.0,0.0,0.0,0,0.0,0.0,0,-0.5753441077172025,0,0,0,0,0,0,4.004,0.0,8.24,0,0.0,4.800000000000001,0.0,600.684
5,0.20833333333333334,5,site5,normal,B1,42,0.5902875243664717,360.4104,0.6,0.0,0.0,0.0,0.828,8.51,12.0,7.6819999999999995,0,0,0,0.0,0.0,0,0.0,4.3180000000000005,0.0,0.0,0.0,0,0.0,0.0,0,-0.5753441077172025,0,0,0,0,0,0,4.3180000000000005,0.0,8.51,0,0.0,4.800000000000001,0.0,600.684
6,0.25,6,site5,normal,B1,42,0.6825292397660818,360.4104,0.6,0.0,0.0,0.0,1.798,8.39,12.0,6.5920000000000005,0,0,0,0.0,0.0,0,0.0,5.4079999999999995,0.0,0.0,0.0,0,0.0,0.0,0,-0.5753441077172025,0,0,0,0,0,0,5.4079999999999995,0.0,8.39,0,0.0,4.800000000000001,0.0,600.684
7,0.2916666666666667,7,site5,normal,B1,42,0.7982066276803118,360.4104,0.6,0.0,0.0,0.0,4.032,9.25,12.0,5.218,0,0,0,0.0,0.0,0,0.0,6.782,0.0,0.0,0.0,0,0.0,0.0,0,-0.5753441077172025,0,0,0,0,0,0,6.782,0.0,9.25,0,0.0,4.800000000000001,0.0,600.684
8,0.3333333333333333,8,site5,normal,B1,42,0.6548505523066925,360.4104,0.6,0.0,0.0,0.0,5.36,8.89,0.0,3.5300000000000002,0,0,0,0.0,0.0,0,0.0,-3.5300000000000002,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,3.5300000000000002,8.89,1,0.0,0.0,0.0,600.684
9,0.375,9,site5,normal,B1,42,0.5582781026640674,360.4104,0.6,0.0,0.0,0.0,6.522,8.9,0.0,2.378,0,0,0,0.0,0.0,0,0.0,-2.378,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,2.378,8.9,1,0.0,0.0,0.0,600.684
10,0.4166666666666667,10,site5,normal,B1,42,0.6111874593892136,360.4104,0.6,0.0,0.0,0.0,11.892,8.79,0.0,-3.1020000000000003,0,0,0,0.0,0.0,0,0.0,3.1020000000000003,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,3.1020000000000003,0.0,8.79,1,0.0,0.0,0.0,600.684
11,0.4583333333333333,11,site5,normal,B1,42,0.6839506172839505,360.4104,0.6,0.0,0.0,0.0,12.536,8.27,0.0,-4.266,0,0,0,0.0,0.0,0,0.0,4.266,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,4.266,0.0,8.27,1,0.0,0.0,0.0,600.684
12,0.5,12,site5,normal,B1,42,0.7588970110461337,360.4104,0.6,0.0,0.0,0.0,12.614,8.22,0.0,-4.394,0,0,0,0.0,0.0,0,0.0,4.394,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,4.394,0.0,8.22,1,0.0,0.0,0.0,600.684
13,0.5416666666666666,13,site5,normal,B1,42,0.7860851202079271,360.4104,0.6,0.0,0.0,0.0,9.964,8.37,0.0,-1.5940000000000012,0,0,0,0.0,0.0,0,0.0,1.5940000000000012,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,1.5940000000000012,0.0,8.37,1,0.0,0.0,0.0,600.684
14,0.5833333333333334,14,site5,normal,B1,42,0.6614912280701752,360.4104,0.6,0.0,0.0,0.0,5.532,8.6,0.0,3.0679999999999996,0,0,0,0.0,0.0,0,0.0,-3.0679999999999996,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,3.0679999999999996,8.6,1,0.0,0.0,0.0,600.684
15,0.625,15,site5,normal,B1,42,0.5377095516569199,360.4104,0.6,0.0,0.0,0.0,5.772,8.82,0.0,3.048,0,0,0,0.0,0.0,0,0.0,-3.048,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,3.048,8.82,1,0.0,0.0,0.0,600.684
16,0.6666666666666666,16,site5,normal,B1,42,0.319061078622482,360.4104,0.6,0.0,0.0,0.0,4.386,9.77,0.0,5.3839999999999995,0,0,0,0.0,0.0,0,0.0,-5.3839999999999995,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,5.3839999999999995,9.77,1,0.0,0.0,0.0,600.684
17,0.7083333333333334,17,site5,normal,B1,42,0.2,357.18016,0.594622397133934,0.0,0.0,0.0,2.458,8.62,0.0,6.161999999999999,3,1,0,1.0,0.0,0,3.2302400000000024,-2.9317599999999966,3.2302400000000024,0.9690720000000007,0.0,0,0.0,0.0,0,-0.3871874063567536,0,0,0,0,0,0,0.0,2.9317599999999966,8.62,1,3.2302400000000024,0.0,0.0,600.684
18,0.75,18,site5,normal,B1,42,0.2,349.89216,0.5824895618994347,0.0,0.0,0.0,0.972,8.26,0.0,7.288,3,1,0,1.0,0.0,0,7.288,0.0,7.288,2.1864,0.0,0,0.0,0.0,0,-0.8735641368839524,0,0,0,0,0,0,0.0,0.0,8.26,1,7.288,0.0,0.0,600.684
19,0.7916666666666666,19,site5,normal,B1,42,0.2,341.87415999999996,0.5691414454188891,0.0,0.0,0.0,0.312,8.33,0.0,8.018,3,1,0,1.0,0.0,0,8.018,0.0,8.018,2.4054,0.0,0,0.0,0.0,0,-0.961064386599277,0,0,0,0,0,0,0.0,0.0,8.33,1,8.018,0.0,0.0,600.684
20,0.8333333333333334,20,site5,normal,B1,42,0.2,333.68415999999996,0.5555069886995492,0.0,0.0,0.0,0.0,8.19,0.0,8.19,3,1,0,1.0,0.0,0,8.19,0.0,8.19,2.457,0.0,0,0.0,0.0,0,-0.9816808837924765,0,0,0,0,0,0,0.0,0.0,8.19,1,8.19,0.0,0.0,600.684
21,0.875,21,site5,normal,B1,42,0.2,323.98416,0.5393587310466068,0.0,0.0,0.0,0.0,9.7,0.0,9.7,3,1,0,1.0,0.0,0,9.7,0.0,9.7,2.9099999999999997,0.0,0,0.0,0.0,0,-1.1626745510118464,0,0,0,0,0,0,0.0,0.0,9.7,1,9.7,0.0,0.0,600.684
22,0.9166666666666666,22,site5,normal,B1,42,0.2,314.63415999999995,0.5237931424842346,0.0,0.0,0.0,0.0,9.35,0.0,9.35,3,1,0,1.0,0.0,0,9.35,0.0,9.35,2.8049999999999997,0.0,0,0.0,0.0,0,-1.1207223764908005,0,0,0,0,0,0,0.0,0.0,9.35,1,9.35,0.0,0.0,600.684
23,0.9583333333333334,23,site5,normal,B1,42,0.2,305.20415999999994,0.5080943724154463,0.0,0.0,0.0,0.0,9.43,0.0,9.43,3,1,0,1.0,0.0,0,9.43,0.0,9.43,2.8289999999999997,0.0,0,0.0,0.0,0,-1.1303114449527538,0,0,0,0,0,0,0.0,0.0,9.43,1,9.43,0.0,0.0,600.684
24,1.0,0,site5,normal,B1,42,0.2620857699805068,305.20415999999994,0.5080943724154463,0.0,0.0,0.0,0.0,8.36,12.0,8.36,0,0,0,0.0,0.0,0,0.0,3.6400000000000006,0.0,0.0,0.0,0,0.0,0.0,0,-0.5753441077172025,0,0,0,0,0,0,3.6400000000000006,0.0,8.36,0,0.0,4.800000000000001,0.0,600.684
25,1.0416666666666667,1,site5,normal,B1,42,0.38284600389863543,305.20415999999994,0.5080943724154463,0.0,0.0,0.0,0.0,4.92,12.0,4.92,0,0,0,0.0,0.0,0,0.0,7.08,0.0,0.0,0.0,0,0.0,0.0,0,-0.5753441077172025,0,0,0,0,0,0,7.08,0.0,4.92,0,0.0,4.800000000000001,0.0,600.684
26,1.0833333333333333,2,site5,normal,B1,42,0.5119639376218323,305.20415999999994,0.5080943724154463,0.0,0.0,0.0,0.0,4.43,12.0,4.43,0,0,0,0.0,0.0,0,0.0,7.57,0.0,0.0,0.0,0,0.0,0.0,0,-0.5753441077172025,0,0,0,0,0,0,7.57,0.0,4.43,0,0.0,4.800000000000001,0.0,600.684
27,1.125,3,site5,normal,B1,42,0.6704191033138401,305.20415999999994,0.5080943724154463,0.0,0.0,0.0,0.0,2.71,12.0,2.71,0,0,0,0.0,0.0,0,0.0,9.29,0.0,0.0,0.0,0,0.0,0.0,0,-0.5753441077172025,0,0,0,0,0,0,9.29,0.0,2.71,0,0.0,4.800000000000001,0.0,600.684
28,1.1666666666666667,4,site5,normal,B1,42,0.7725536062378168,305.20415999999994,0.5080943724154463,0.0,0.0,0.0,0.168,6.18,12.0,6.012,0,0,0,0.0,0.0,0,0.0,5.988,0.0,0.0,0.0,0,0.0,0.0,0,-0.5753441077172025,0,0,0,0,0,0,5.988,0.0,6.18,0,0.0,4.800000000000001,0.0,600.684
29,1.2083333333333333,5,site5,normal,B1,42,0.8508430799220272,305.20415999999994,0.5080943724154463,0.0,0.0,0.0,0.53,7.94,12.0,7.41,0,0,0,0.0,0.0,0,0.0,4.59,0.0,0.0,0.0,0,0.0,0.0,0,-0.5753441077172025,0,0,0,0,0,0,4.59,0.0,7.94,0,0.0,4.800000000000001,0.0,600.684
30,1.25,6,site5,normal,B1,42,0.9512378167641324,305.20415999999994,0.5080943724154463,0.0,0.0,0.0,1.586,7.7,12.0,6.114,0,0,0,0.0,0.0,0,0.0,5.886,0.0,0.0,0.0,0,0.0,0.0,0,-0.5753441077172025,0,0,0,0,0,0,5.886,0.0,7.7,0,0.0,4.800000000000001,0.0,600.684
31,1.2916666666666667,7,site5,normal,B1,42,1.0,305.20415999999994,0.5080943724154463,0.0,0.0,0.0,4.372,8.04,6.526857142857149,3.6679999999999993,0,0,0,0.0,0.0,0,0.0,2.8588571428571496,0.0,0.0,0.0,0,0.0,0.0,0,-0.312932399921233,0,0,0,0,0,0,2.8588571428571496,0.0,8.04,0,0.0,2.61074285714286,0.0,600.684
32,1.3333333333333333,8,site5,normal,B1,42,1.0,305.20415999999994,0.5080943724154463,0.0,0.0,0.0,7.522,8.94,1.4179999999999993,1.4179999999999993,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,-0.06798649539524938,0,0,0,0,0,0,0.0,0.0,8.94,0,0.0,0.5671999999999997,0.0,600.684
33,1.375,9,site5,normal,B1,42,1.0,305.20415999999994,0.5080943724154463,0.0,0.0,0.0,9.892,9.96,0.06800000000000139,0.06800000000000139,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,-0.003260283277064214,0,0,0,0,0,0,0.0,0.0,9.96,0,0.0,0.027200000000000557,0.0,600.684
34,1.4166666666666667,10,site5,normal,B1,42,1.0,305.20415999999994,0.5080943724154463,0.0,0.0,0.0,11.878,8.38,0.0,-3.4979999999999993,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,8.38,1,0.0,0.0,0.0,600.684
35,1.4583333333333333,11,site5,normal,B1,42,1.0,305.20415999999994,0.5080943724154463,0.0,0.0,0.0,12.834,8.21,0.0,-4.623999999999999,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,8.21,1,0.0,0.0,0.0,600.684
36,1.5,12,site5,normal,B1,42,1.0,305.20415999999994,0.5080943724154463,0.0,0.0,0.0,10.944,8.79,0.0,-2.1540000000000017,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,8.79,1,0.0,0.0,0.0,600.684
37,1.5416666666666667,13,site5,normal,B1,42,1.0,305.20415999999994,0.5080943724154463,0.0,0.0,0.0,6.48,9.59,3.1099999999999994,3.1099999999999994,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,-0.14911001458337494,0,0,0,0,0,0,0.0,0.0,9.59,0,0.0,1.2439999999999998,0.0,600.684
38,1.5833333333333333,14,site5,normal,B1,42,1.0,305.20415999999994,0.5080943724154463,0.0,0.0,0.0,5.894,8.55,2.6560000000000006,2.6560000000000006,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,-0.12734282917474082,0,0,0,0,0,0,0.0,0.0,8.55,0,0.0,1.0624000000000002,0.0,600.684
39,1.625,15,site5,normal,B1,42,1.0,305.20415999999994,0.5080943724154463,0.0,0.0,0.0,5.904,9.26,3.356,3.356,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,-0.1609045687915776,0,0,0,0,0,0,0.0,0.0,9.26,0,0.0,1.3424,0.0,600.684
40,1.6666666666666667,16,site5,normal,B1,42,1.0,305.20415999999994,0.5080943724154463,0.0,0.0,0.0,4.78,9.14,4.36,4.36,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,-0.20904169247058357,0,0,0,0,0,0,0.0,0.0,9.14,0,0.0,1.7440000000000002,0.0,600.684
41,1.7083333333333333,17,site5,normal,B1,42,1.0,305.20415999999994,0.5080943724154463,0.0,0.0,0.0,2.636,9.69,7.053999999999999,7.053999999999999,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,-0.33820644465309546,0,0,0,0,0,0,0.0,0.0,9.69,0,0.0,2.8216,0.0,600.684
42,1.75,18,site5,normal,B1,42,1.0,305.20415999999994,0.5080943724154463,0.0,0.0,0.0,0.702,8.72,8.018,8.018,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,-0.3844257546397108,0,0,0,0,0,0,0.0,0.0,8.72,0,0.0,3.2072000000000003,0.0,600.684
43,1.7916666666666667,19,site5,normal,B1,42,1.0,305.20415999999994,0.5080943724154463,0.0,0.0,0.0,0.246,8.87,8.623999999999999,8.623999999999999,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,-0.4134806320794295,0,0,0,0,0,0,0.0,0.0,8.87,0,0.0,3.4495999999999998,0.0,600.684
44,1.8333333333333333,20,site5,normal,B1,42,1.0,305.20415999999994,0.5080943724154463,0.0,0.0,0.0,0.0,9.76,9.76,9.76,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,-0.4679465409433246,0,0,0,0,0,0,0.0,0.0,9.76,0,0.0,3.904,0.0,600.684
45,1.875,21,site5,normal,B1,42,1.0,305.20415999999994,0.5080943724154463,0.0,0.0,0.0,0.0,9.74,9.74,9.74,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,-0.46698763409712934,0,0,0,0,0,0,0.0,0.0,9.74,0,0.0,3.8960000000000004,0.0,600.684
46,1.9166666666666667,22,site5,normal,B1,42,1.0,305.20415999999994,0.5080943724154463,0.0,0.0,0.0,0.0,9.49,9.49,9.49,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,-0.4550012985196876,0,0,0,0,0,0,0.0,0.0,9.49,0,0.0,3.7960000000000003,0.0,600.684
47,1.9583333333333333,23,site5,normal,B1,42,1.0,305.20415999999994,0.5080943724154463,0.0,0.0,0.0,0.0,8.26,8.26,8.26,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,-0.39602852747867434,0,0,0,0,0,0,0.0,0.0,8.26,0,0.0,3.3040000000000003,0.0,600.684
48,2.0,0,site5,normal,B1,42,1.0,305.20415999999994,0.5080943724154463,0.0,0.0,0.0,0.0,7.45,7.45,7.45,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,-0.3571928002077632,0,0,0,0,0,0,0.0,0.0,7.45,0,0.0,2.9800000000000004,0.0,600.684
49,2.0416666666666665,1,site5,normal,B1,42,1.0,305.20415999999994,0.5080943724154463,0.0,0.0,0.0,0.0,6.13,6.13,6.13,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,-0.2939049483588709,0,0,0,0,0,0,0.0,0.0,6.13,0,0.0,2.452,0.0,600.684
50,2.0833333333333335,2,site5,normal,B1,42,1.0,305.20415999999994,0.5080943724154463,0.0,0.0,0.0,0.0,3.5,3.5,3.5,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,-0.16780869808418405,0,0,0,0,0,0,0.0,0.0,3.5,0,0.0,1.4000000000000001,0.0,600.684
51,2.125,3,site5,normal,B1,42,1.0,305.20415999999994,0.5080943724154463,0.0,0.0,0.0,0.0,2.75,2.75,2.75,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,-0.1318496913518589,0,0,0,0,0,0,0.0,0.0,2.75,0,0.0,1.1,0.0,600.684
52,2.1666666666666665,4,site5,normal,B1,42,1.0,305.20415999999994,0.5080943724154463,0.0,0.0,0.0,0.146,4.62,4.474,4.474,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,-0.214507461493897,0,0,0,0,0,0,0.0,0.0,4.62,0,0.0,1.7896,0.0,600.684
53,2.2083333333333335,5,site5,normal,B1,42,1.0,305.20415999999994,0.5080943724154463,0.0,0.0,0.0,0.522,8.09,7.568,7.568,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,-0.3628503506003157,0,0,0,0,0,0,0.0,0.0,8.09,0,0.0,3.0272,0.0,600.684
54,2.25,6,site5,normal,B1,42,1.0,305.20415999999994,0.5080943724154463,0.0,0.0,0.0,1.654,9.1,7.446,7.446,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,-0.3570010188385241,0,0,0,0,0,0,0.0,0.0,9.1,0,0.0,2.9784,0.0,600.684
55,2.2916666666666665,7,site5,normal,B1,42,1.0,305.20415999999994,0.5080943724154463,0.0,0.0,0.0,4.762,8.41,3.6480000000000006,3.6480000000000006,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,-0.17490460874602956,0,0,0,0,0,0,0.0,0.0,8.41,0,0.0,1.4592000000000003,0.0,600.684
56,2.3333333333333335,8,site5,normal,B1,42,0.9571150097465887,305.20415999999994,0.5080943724154463,0.0,0.0,0.0,8.084,9.14,0.0,1.056000000000001,0,0,0,0.0,0.0,0,0.0,-1.056000000000001,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,1.056000000000001,9.14,1,0.0,0.0,0.0,600.684
57,2.375,9,site5,normal,B1,42,1.0,305.20415999999994,0.5080943724154463,0.0,0.0,0.0,10.504,7.97,0.0,-2.534,0,0,0,0.0,0.0,0,0.0,2.5142857142857142,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,2.5142857142857142,0.0,7.97,1,0.0,0.0,0.0,600.684
58,2.4166666666666665,10,site5,normal,B1,42,1.0,305.20415999999994,0.5080943724154463,0.0,0.0,0.0,12.276,8.31,0.0,-3.9659999999999993,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,8.31,1,0.0,0.0,0.0,600.684
59,2.4583333333333335,11,site5,normal,B1,42,1.0,305.20415999999994,0.5080943724154463,0.0,0.0,0.0,13.108,8.39,0.0,-4.718,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,8.39,1,0.0,0.0,0.0,600.684
60,2.5,12,site5,normal,B1,42,1.0,305.20415999999994,0.5080943724154463,0.0,0.0,0.0,10.99,9.53,0.0,-1.4600000000000009,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,9.53,1,0.0,0.0,0.0,600.684
61,2.5416666666666665,13,site5,normal,B1,42,0.8560753736192332,305.20415999999994,0.5080943724154463,0.0,0.0,0.0,6.156,9.7,0.0,3.5439999999999996,0,0,0,0.0,0.0,0,0.0,-3.5439999999999996,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,3.5439999999999996,9.7,1,0.0,0.0,0.0,600.684
62,2.5833333333333335,14,site5,normal,B1,42,0.7020792722547108,305.20415999999994,0.5080943724154463,0.0,0.0,0.0,5.268,9.06,0.0,3.7920000000000007,0,0,0,0.0,0.0,0,0.0,-3.7920000000000007,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,3.7920000000000007,9.06,1,0.0,0.0,0.0,600.684
63,2.625,15,site5,normal,B1,42,0.5621345029239766,305.20415999999994,0.5080943724154463,0.0,0.0,0.0,5.394,8.84,0.0,3.4459999999999997,0,0,0,0.0,0.0,0,0.0,-3.4459999999999997,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,3.4459999999999997,8.84,1,0.0,0.0,0.0,600.684
64,2.6666666666666665,16,site5,normal,B1,42,0.3676088369070825,305.20415999999994,0.5080943724154463,0.0,0.0,0.0,4.78,9.57,0.0,4.79,0,0,0,0.0,0.0,0,0.0,-4.79,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,4.79,9.57,1,0.0,0.0,0.0,600.684
65,2.7083333333333335,17,site5,normal,B1,42,0.2,302.37935999999996,0.5033917334238968,0.0,0.0,0.0,2.668,9.62,0.0,6.951999999999999,3,1,0,1.0,0.0,0,2.8247999999999998,-4.127199999999999,2.8247999999999998,0.8474399999999999,0.0,0,0.0,0.0,0,-0.3385900073915736,0,0,0,0,0,0,0.0,4.127199999999999,9.62,1,2.8247999999999998,0.0,0.0,600.684
66,2.75,18,site5,normal,B1,42,0.2,293.32336,0.4883155868976034,0.0,0.0,0.0,0.684,9.74,0.0,9.056000000000001,3,1,0,1.0,0.0,0,9.056000000000001,0.0,9.056000000000001,2.7168,0.0,0,0.0,0.0,0,-1.085482549893122,0,0,0,0,0,0,0.0,0.0,9.74,1,9.056000000000001,0.0,0.0,600.684
67,2.7916666666666665,19,site5,normal,B1,42,0.2,285.13736,0.4746877892535843,1.0,180.2052,0.3,0.264,8.45,0.0,8.186,4,1,1,1.0,180.2052,1,8.186,0.0,8.186,2.4558,0.0,0,0.0,0.0,0,-0.9812014303693789,0,0,0,0,0,0,0.0,0.0,8.45,1,8.186,0.0,0.0,600.684
68,2.8333333333333335,20,site5,normal,B1,42,0.2,275.81736,0.4591721437561181,1.0,180.2052,0.3,0.0,9.32,0.0,9.32,3,1,0,1.0,0.0,0,9.32,0.0,9.32,2.796,0.0,0,0.0,0.0,0,-1.117126475817568,0,0,0,0,0,0,0.0,0.0,9.32,1,9.32,0.0,0.0,600.684
69,2.875,21,site5,normal,B1,42,0.2,266.14736,0.44307382916808175,1.0,180.2052,0.3,0.0,9.67,0.0,9.67,3,1,0,1.0,0.0,0,9.67,0.0,9.67,2.901,0.0,0,0.0,0.0,0,-1.159078650338614,0,0,0,0,0,0,0.0,0.0,9.67,1,9.67,0.0,0.0,600.684
70,2.9166666666666665,22,site5,normal,B1,42,0.2,256.72736,0.42739170678759547,1.0,180.2052,0.3,0.0,9.42,0.0,9.42,3,1,0,1.0,0.0,0,9.42,0.0,9.42,2.826,0.0,0,0.0,0.0,0,-1.1291128113950097,0,0,0,0,0,0,0.0,0.0,9.42,1,9.42,0.0,0.0,600.684
71,2.9583333333333335,23,site5,normal,B1,42,0.2,248.14735999999996,0.4131079902244774,1.0,180.2052,0.3,0.0,8.58,0.0,8.58,3,1,0,1.0,0.0,0,8.58,0.0,8.58,2.574,0.0,0,0.0,0.0,0,-1.0284275925444992,0,0,0,0,0,0,0.0,0.0,8.58,1,8.58,0.0,0.0,600.684
72,3.0,0,site5,normal,B1,42,0.29295808966861603,248.14735999999996,0.4131079902244774,1.0,180.2052,0.3,0.0,6.55,12.0,6.55,0,0,0,0.0,0.0,0,0.0,5.45,0.0,0.0,0.0,0,0.0,0.0,0,-0.5753441077172025,0,0,0,0,0,0,5.45,0.0,6.55,0,0.0,4.800000000000001,0.0,600.684
73,3.0416666666666665,1,site5,normal,B1,42,0.42395224171539964,248.14735999999996,0.4131079902244774,1.0,180.2052,0.3,0.0,4.32,12.0,4.32,0,0,0,0.0,0.0,0,0.0,7.68,0.0,0.0,0.0,0,0.0,0.0,0,-0.5753441077172025,0,0,0,0,0,0,7.68,0.0,4.32,0,0.0,4.800000000000001,0.0,600.684
74,3.0833333333333335,2,site5,normal,B1,42,0.5662037037037038,248.14735999999996,0.4131079902244774,1.0,180.2052,0.3,0.0,3.66,12.0,3.66,0,0,0,0.0,0.0,0,0.0,8.34,0.0,0.0,0.0,0,0.0,0.0,0,-0.5753441077172025,0,0,0,0,0,0,8.34,0.0,3.66,0,0.0,4.800000000000001,0.0,600.684
75,3.125,3,site5,normal,B1,42,0.7200536062378168,248.14735999999996,0.4131079902244774,1.0,180.2052,0.3,0.0,2.98,12.0,2.98,0,0,0,0.0,0.0,0,0.0,9.02,0.0,0.0,0.0,0,0.0,0.0,0,-0.5753441077172025,0,0,0,0,0,0,9.02,0.0,2.98,0,0.0,4.800000000000001,0.0,600.684
76,3.1666666666666665,4,site5,normal,B1,42,0.8431335282651072,248.14735999999996,0.4131079902244774,1.0,180.2052,0.3,0.176,4.96,12.0,4.784,0,0,0,0.0,0.0,0,0.0,7.216,0.0,0.0,0.0,0,0.0,0.0,0,-0.5753441077172025,0,0,0,0,0,0,7.216,0.0,4.96,0,0.0,4.800000000000001,0.0,600.684
