scenario,variant,mean_inv_at_order,mean_gap,mean_orders,mean_eens,n_episodes
normal,base,0.6495136023055491,101.47222222222223,3.888888888888889,0.0,9
normal,ewma,0.6686848207864136,103.36111111111113,3.888888888888889,0.0,9
delayed,base,0.628358529055055,108.32407407407408,3.7777777777777777,0.0,9
delayed,ewma,0.6284851197153245,112.56481481481482,3.7777777777777777,0.0,9
monsoon,base,0.5884573525005528,137.18518518518516,3.4444444444444446,26.33167777777778,9
monsoon,ewma,0.5657997159647451,150.04629629629628,3.4444444444444446,26.33167777777778,9
extreme,base,0.5960892026003065,164.33333333333334,1.3333333333333333,184.39430333333334,9
extreme,ewma,0.6031288456476779,160.0,1.3333333333333333,184.32327777777778,9
