site,lead_scenario,episode,steps,init_inv_frac,EENS_kWh,outage_hours,uptime_pct,diesel_kWh,stockout_events,orders_placed,violations,mean_soc,mean_inv_pct,min_inv_pct,dg_on_fraction,grid_kWh,cost_proxy,policy,eval_seed,train_scenario,experiment_tag,train_steps,init_low,init_high,episode_len,training_seed
site2,delayed,0,360,0.7643736291335781,0.0,0,100.0,407.81604,0,2,0,0.7054451494928163,0.7142317021027278,0.448932756659245,0.4638888888888889,2578.2395714285717,1439.1118685714289,rlinv_stoch_test,42,normal,stochastic_grid,400000,0.3,0.9,360,123
site2,delayed,1,360,0.6913795576205464,0.0,0,100.0,725.62258,0,4,0,0.6585600610966718,0.7659475943581598,0.4839941591280291,0.4944444444444444,2315.4031904761905,1651.7838561904762,rlinv_stoch_test,42,normal,stochastic_grid,400000,0.3,0.9,360,123
site2,delayed,2,360,0.3735393058043229,159.7276,21,94.1667,539.79188,0,4,0,0.6112926717836257,0.3463421567105591,0.0590300726166705,0.5222222222222223,2382.2872857142856,1492.7067942857143,rlinv_stoch_test,42,normal,stochastic_grid,400000,0.3,0.9,360,123
site2,delayed,3,360,0.6438783941685035,0.0,0,100.0,495.15254,0,3,0,0.7327886727492601,0.8316164854421605,0.5849665974541016,0.3722222222222222,2534.8962857142856,1509.1110542857143,rlinv_stoch_test,42,normal,stochastic_grid,400000,0.3,0.9,360,123
site2,delayed,4,360,0.8433625660141872,0.0,0,100.0,387.8228,0,2,0,0.7235970981337089,0.7425812327409946,0.5077501583604592,0.4138888888888888,2706.3059523809525,1470.3451809523813,rlinv_stoch_test,42,normal,stochastic_grid,400000,0.3,0.9,360,123
site2,delayed,5,360,0.7450811967855364,0.0,0,100.0,713.06538,0,3,0,0.6804736165258826,0.7637172872952795,0.3185974952187448,0.4222222222222222,2198.623333333333,1592.5147133333332,rlinv_stoch_test,42,normal,stochastic_grid,400000,0.3,0.9,360,123
site2,delayed,6,360,0.5326199233713568,0.0,0,100.0,508.01766,0,3,0,0.6755132650620894,0.6565895614654615,0.4013099162888368,0.5,2473.083095238096,1497.2508980952384,rlinv_stoch_test,42,normal,stochastic_grid,400000,0.3,0.9,360,123
site2,delayed,7,360,0.5177125153656817,0.0,0,100.0,283.09088,0,2,0,0.8010441664861743,0.8318016945771098,0.4621576315938656,0.3138888888888889,2632.6270000000004,1336.1416800000002,rlinv_stoch_test,42,normal,stochastic_grid,400000,0.3,0.9,360,123
site2,delayed,8,360,0.7724536151319743,51.9196,6,98.3333,710.39288,0,3,0,0.5861432658291821,0.5513977077696721,0.0498170750869453,0.525,2282.196571428572,1623.2715085714285,rlinv_stoch_test,42,normal,stochastic_grid,400000,0.3,0.9,360,123
site2,delayed,9,360,0.8654647177622501,0.0,0,100.0,348.32624000000004,0,2,0,0.7211345875297812,0.7865761707633,0.5830207877122119,0.4333333333333333,2768.476857142857,1455.716982857143,rlinv_stoch_test,42,normal,stochastic_grid,400000,0.3,0.9,360,123
