site,lead_scenario,episode,steps,init_inv_frac,EENS_kWh,outage_hours,uptime_pct,diesel_kWh,stockout_events,orders_placed,violations,mean_soc,mean_inv_pct,min_inv_pct,dg_on_fraction,grid_kWh,cost_proxy,policy,eval_seed,train_scenario,experiment_tag,train_steps,init_low,init_high,episode_len,training_seed
site7,extreme,0,360,0.7643736291335781,0.0,0,100.0,82.46841,0,1,0,0.867217953577359,0.5711800669598576,0.4949218549716491,0.4444444444444444,900.1325714285715,442.52143857142863,rlinv_stoch_test,42,normal,stochastic_grid,400000,0.3,0.9,360,42
site7,extreme,1,360,0.6913795576205464,0.0,0,100.0,105.86712,0,1,0,0.8507803892769475,0.4475642458080476,0.3454764013766724,0.5,881.817880952381,458.5942723809524,rlinv_stoch_test,42,normal,stochastic_grid,400000,0.3,0.9,360,42
site7,extreme,2,360,0.3735393058043229,18.049800000000005,7,98.0556,82.7382,0,1,0,0.8043513645224171,0.3086678218178861,0.139420505569075,0.3972222222222222,905.7150238095238,445.02420952380953,rlinv_stoch_test,42,normal,stochastic_grid,400000,0.3,0.9,360,42
site7,extreme,3,360,0.6438783941685035,0.0,0,100.0,196.84739,0,2,0,0.7573932207060862,0.7049400308664642,0.3007123809684776,0.5694444444444444,846.4218095238095,535.4161138095238,rlinv_stoch_test,42,normal,stochastic_grid,400000,0.3,0.9,360,42
site7,extreme,4,360,0.8433625660141872,0.0,0,100.0,118.04369,0,1,0,0.8143526979098983,0.7309490992465966,0.4576744983150432,0.3888888888888889,936.6278333333332,492.6948233333333,rlinv_stoch_test,42,normal,stochastic_grid,400000,0.3,0.9,360,42
site7,extreme,5,360,0.7450811967855364,0.0,0,100.0,310.79421,0,4,0,0.6656989669067215,0.6340235456895277,0.3275129421949332,0.55,683.7609285714286,584.2985814285714,rlinv_stoch_test,42,normal,stochastic_grid,400000,0.3,0.9,360,42
site7,extreme,6,360,0.5326199233713568,0.0,0,100.0,418.37675,0,4,0,0.581735536919717,0.4862267563634352,0.2556849759754214,0.6805555555555556,573.4235714285714,647.7461785714286,rlinv_stoch_test,42,normal,stochastic_grid,400000,0.3,0.9,360,42
site7,extreme,7,360,0.5177125153656817,0.0,0,100.0,87.66767,0,2,0,0.8056031886235652,0.569002656278502,0.4644634792289764,0.4972222222222222,977.1407142857142,478.5239557142857,rlinv_stoch_test,42,normal,stochastic_grid,400000,0.3,0.9,360,42
site7,extreme,8,360,0.7724536151319743,59.8221,18,95.0,271.02091,0,2,0,0.60940342642228,0.4047560364981552,0.1332590454397571,0.4638888888888889,680.9165714285714,543.3875385714286,rlinv_stoch_test,42,normal,stochastic_grid,400000,0.3,0.9,360,42
site7,extreme,9,360,0.8654647177622501,0.0,0,100.0,73.30106,0,1,0,0.870008316186557,0.7680073800579511,0.6259657306355431,0.4194444444444444,958.3097857142856,456.6249742857143,rlinv_stoch_test,42,normal,stochastic_grid,400000,0.3,0.9,360,42
