site,lead_scenario,episode,steps,init_inv_frac,EENS_kWh,outage_hours,uptime_pct,diesel_kWh,stockout_events,orders_placed,violations,mean_soc,mean_inv_pct,min_inv_pct,dg_on_fraction,grid_kWh,cost_proxy,policy,eval_seed,train_scenario,experiment_tag,train_steps,init_low,init_high,episode_len,training_seed
site2,extreme,0,360,0.7643736291335781,0.0,0,100.0,309.04562000000004,0,1,0,0.7654317050664212,0.4979906704156485,0.3194911529003269,0.3722222222222222,2602.2879523809524,1349.960800952381,rlinv_stoch_test,42,normal,stochastic_grid,400000,0.3,0.9,360,123
site2,extreme,1,360,0.6913795576205464,0.0,0,100.0,412.1561400000001,0,1,0,0.7737640186177892,0.3595834720564111,0.0980657156125655,0.375,2543.5215714285714,1429.5647685714289,rlinv_stoch_test,42,normal,stochastic_grid,400000,0.3,0.9,360,123
site2,extreme,2,360,0.3735393058043229,375.6576,48,86.6667,429.91714,0,2,0,0.6167275275702115,0.1053449404544163,0.0462582161327099,0.3305555555555555,2177.617142857143,1300.9639971428574,rlinv_stoch_test,42,normal,stochastic_grid,400000,0.3,0.9,360,123
site2,extreme,3,360,0.6438783941685035,17.85,2,99.4444,620.7573600000001,0,3,0,0.6587293911540684,0.6359861476405057,0.0502754644236469,0.4805555555555555,2426.213285714286,1591.2426742857149,rlinv_stoch_test,42,normal,stochastic_grid,400000,0.3,0.9,360,123
site2,extreme,4,360,0.8433625660141872,0.0,0,100.0,277.35954000000004,0,1,0,0.7692749429192838,0.7167493843696222,0.4440933611566151,0.3777777777777777,2746.149238095238,1375.8192352380952,rlinv_stoch_test,42,normal,stochastic_grid,400000,0.3,0.9,360,123
site2,extreme,5,360,0.7450811967855364,1.9559999999999995,1,99.7222,830.9685800000001,0,4,0,0.5440802153274132,0.3900228466895993,0.0574203573629632,0.7,2257.5475714285712,1733.9876085714286,rlinv_stoch_test,42,normal,stochastic_grid,400000,0.3,0.9,360,123
site2,extreme,6,360,0.5326199233713568,492.38784,63,82.5,715.1921199999999,0,3,0,0.52020401279691,0.2872093215522944,0.0560761355475331,0.4861111111111111,1858.576,1458.62252,rlinv_stoch_test,42,normal,stochastic_grid,400000,0.3,0.9,360,123
site2,extreme,7,360,0.5177125153656817,0.0,0,100.0,441.35854000000006,0,2,0,0.6906351820265685,0.3193396652335962,0.1526119205491649,0.5166666666666667,2688.290285714286,1516.6746542857145,rlinv_stoch_test,42,normal,stochastic_grid,400000,0.3,0.9,360,123
site2,extreme,8,360,0.7724536151319743,284.9501200000001,38,89.4444,496.34844,0,1,0,0.5604749115587323,0.2480012923437262,0.0579418771506651,0.4722222222222222,2247.1890000000003,1395.22404,rlinv_stoch_test,42,normal,stochastic_grid,400000,0.3,0.9,360,123
site2,extreme,9,360,0.8654647177622501,0.0,0,100.0,247.47796,0,1,0,0.7479854974370082,0.7142364658810956,0.5092111405138379,0.4277777777777777,2840.275285714286,1383.5880742857144,rlinv_stoch_test,42,normal,stochastic_grid,400000,0.3,0.9,360,123
