site,lead_scenario,episode,steps,init_inv_frac,EENS_kWh,outage_hours,uptime_pct,diesel_kWh,stockout_events,orders_placed,violations,mean_soc,mean_inv_pct,min_inv_pct,dg_on_fraction,grid_kWh,cost_proxy,policy,eval_seed,train_scenario,experiment_tag,train_steps,init_low,init_high,episode_len,training_seed
site7,delayed,0,360,0.7643736291335781,0.0,0,100.0,104.02049,0,1,0,0.7703538485488411,0.6099338062411894,0.4245040284016952,0.5722222222222222,929.6498095238096,475.8804138095238,stoch_trained,42,normal,stochastic_grid,400000,0.3,0.9,360,777
site7,delayed,1,360,0.6913795576205464,0.0,0,100.0,135.05778,0,2,0,0.8262812488719227,0.7377176864914285,0.5501007887516968,0.5555555555555556,842.6016904761905,472.0984561904762,stoch_trained,42,normal,stochastic_grid,400000,0.3,0.9,360,777
site7,delayed,2,360,0.3735393058043229,0.0,0,100.0,110.46004,0,3,0,0.8015480696339614,0.6765503112716605,0.2681586614862154,0.5638888888888889,892.1082857142858,467.3033542857143,stoch_trained,42,normal,stochastic_grid,400000,0.3,0.9,360,777
site7,delayed,3,360,0.6438783941685035,0.0,0,100.0,235.25119,0,3,0,0.7123366713143456,0.7853582863646595,0.4752343701209312,0.6444444444444445,797.6251904761905,554.3012661904762,stoch_trained,42,normal,stochastic_grid,400000,0.3,0.9,360,777
site7,delayed,4,360,0.8433625660141872,0.0,0,100.0,133.10454,0,1,0,0.8144276744458885,0.7832614534872319,0.5384080799657,0.5694444444444444,925.5566666666666,503.3272066666667,stoch_trained,42,normal,stochastic_grid,400000,0.3,0.9,360,777
site7,delayed,5,360,0.7450811967855364,0.0,0,100.0,96.74583,0,1,0,0.8241307024312324,0.8594340584248663,0.6469027350460081,0.5888888888888889,879.3452619047619,448.4839347619048,stoch_trained,42,normal,stochastic_grid,400000,0.3,0.9,360,777
site7,delayed,6,360,0.5326199233713568,0.0,0,100.0,134.93696000000003,0,2,0,0.7791106147570572,0.7431527685106541,0.5326199233713568,0.6305555555555555,862.8710476190477,480.0853790476191,stoch_trained,42,normal,stochastic_grid,400000,0.3,0.9,360,777
site7,delayed,7,360,0.5177125153656817,0.0,0,100.0,51.89245,0,2,0,0.9146476247202368,0.8814440785304931,0.4653512136601337,0.5777777777777777,930.435476190476,424.06664047619046,stoch_trained,42,normal,stochastic_grid,400000,0.3,0.9,360,777
site7,delayed,8,360,0.7724536151319743,0.0,0,100.0,119.9445,0,2,0,0.840175731896614,0.7802050264383995,0.5907709385326146,0.5361111111111111,923.5783333333334,489.3758333333334,stoch_trained,42,normal,stochastic_grid,400000,0.3,0.9,360,777
site7,delayed,9,360,0.8654647177622501,0.0,0,100.0,96.07251,0,1,0,0.8287786700869973,0.8392660534662153,0.6393062521019222,0.5916666666666667,967.679,483.14411,stoch_trained,42,normal,stochastic_grid,400000,0.3,0.9,360,777
