site,lead_scenario,episode,steps,init_inv_frac,EENS_kWh,outage_hours,uptime_pct,diesel_kWh,stockout_events,orders_placed,violations,mean_soc,mean_inv_pct,min_inv_pct,dg_on_fraction,grid_kWh,cost_proxy,policy,eval_seed,train_scenario,experiment_tag,train_steps,init_low,init_high,episode_len,training_seed
site2,monsoon,0,360,0.7643736291335781,0.0,0,100.0,463.77318,0,2,0,0.7195102801693019,0.6425615927843195,0.3408363422569693,0.4722222222222222,2449.0060476190474,1443.375599047619,rlinv_stoch_test,42,normal,stochastic_grid,400000,0.3,0.9,360,42
site2,monsoon,1,360,0.6913795576205464,0.0,0,100.0,937.69062,0,5,0,0.6031488272507399,0.8046114452912674,0.4186723651199562,0.5944444444444444,1962.3001904761904,1722.6106961904763,rlinv_stoch_test,42,normal,stochastic_grid,400000,0.3,0.9,360,42
site2,monsoon,2,360,0.3735393058043229,0.0,0,100.0,522.6469,0,3,0,0.7116713696213269,0.6569982616572546,0.1336121751462243,0.4388888888888889,2433.3908095238094,1496.0032238095237,rlinv_stoch_test,42,normal,stochastic_grid,400000,0.3,0.9,360,42
site2,monsoon,3,360,0.6438783941685035,0.0,0,100.0,548.6772,0,3,0,0.7185502231337088,0.790751327233891,0.5414441378043121,0.4694444444444444,2475.6982857142857,1538.9565142857143,rlinv_stoch_test,42,normal,stochastic_grid,400000,0.3,0.9,360,42
site2,monsoon,4,360,0.8433625660141872,0.0,0,100.0,249.4592,0,1,0,0.7850873368800086,0.7525947523887495,0.4842569213033326,0.4138888888888888,2809.641238095238,1373.3156952380953,rlinv_stoch_test,42,normal,stochastic_grid,400000,0.3,0.9,360,42
site2,monsoon,5,360,0.7450811967855364,0.0,0,100.0,995.93594,0,5,0,0.5325417095336077,0.6365263017373504,0.1858986808210757,0.7027777777777777,1991.814857142857,1792.661882857143,rlinv_stoch_test,42,normal,stochastic_grid,400000,0.3,0.9,360,42
site2,monsoon,6,360,0.5326199233713568,129.414,16,95.5556,798.07452,0,4,0,0.6063824419265756,0.5735846319323769,0.0571940796589646,0.5861111111111111,2029.066523809524,1609.7011295238096,rlinv_stoch_test,42,normal,stochastic_grid,400000,0.3,0.9,360,42
site2,monsoon,7,360,0.5177125153656817,172.00099999999998,21,94.1667,526.8358000000001,0,2,0,0.6523313321240344,0.2899722015275126,0.0593131073031252,0.4583333333333333,2417.3559047619046,1493.778161904762,rlinv_stoch_test,42,normal,stochastic_grid,400000,0.3,0.9,360,42
site2,monsoon,8,360,0.7724536151319743,56.95060000000001,7,98.0556,1002.78304,0,4,0,0.4995977309851274,0.3461135890731629,0.0525902559445636,0.6361111111111111,1986.3970476190475,1797.341859047619,rlinv_stoch_test,42,normal,stochastic_grid,400000,0.3,0.9,360,42
site2,monsoon,9,360,0.8654647177622501,0.0,0,100.0,348.32624000000004,0,2,0,0.7258103261948595,0.7832428374299667,0.5830207877122119,0.5277777777777778,2763.555714285714,1453.7485257142855,rlinv_stoch_test,42,normal,stochastic_grid,400000,0.3,0.9,360,42
