site,lead_scenario,episode,steps,init_inv_frac,EENS_kWh,outage_hours,uptime_pct,diesel_kWh,stockout_events,orders_placed,violations,mean_soc,mean_inv_pct,min_inv_pct,dg_on_fraction,grid_kWh,cost_proxy,policy,eval_seed,train_scenario,experiment_tag,train_steps,init_low,init_high,episode_len,training_seed
site2,normal,0,360,0.7643736291335781,0.0,0,100.0,347.31820000000005,0,2,0,0.7661808014764278,0.8146433844539451,0.5338225745290763,0.5083333333333333,2572.712476190476,1376.4031904761905,stoch_trained,42,normal,stochastic_grid,400000,0.3,0.9,360,42
site2,normal,1,360,0.6913795576205464,0.0,0,100.0,739.35224,0,4,0,0.6772784027326547,0.7823158026245548,0.4839941591280291,0.5638888888888889,2197.668,1618.41944,stoch_trained,42,normal,stochastic_grid,400000,0.3,0.9,360,42
site2,normal,2,360,0.3735393058043229,0.0,0,100.0,759.7708400000001,0,5,0,0.6381435478485307,0.6561061397291458,0.1336121751462243,0.6138888888888889,2239.050523809524,1655.3910495238097,stoch_trained,42,normal,stochastic_grid,400000,0.3,0.9,360,42
site2,normal,3,360,0.6438783941685035,0.0,0,100.0,570.12494,0,3,0,0.6942437042000578,0.8043441433545253,0.5849665974541016,0.5611111111111111,2466.906285714286,1556.8874542857145,stoch_trained,42,normal,stochastic_grid,400000,0.3,0.9,360,42
site2,normal,4,360,0.8433625660141872,0.0,0,100.0,275.58156,0,1,0,0.7550010964912282,0.7564817622025504,0.5077501583604592,0.5194444444444445,2833.887238095238,1409.136455238095,stoch_trained,42,normal,stochastic_grid,400000,0.3,0.9,360,42
site2,normal,5,360,0.7450811967855364,0.0,0,100.0,443.02044,0,2,0,0.7639637379521336,0.8712240520775607,0.6286471592309061,0.5361111111111111,2510.5330476190475,1447.233659047619,stoch_trained,42,normal,stochastic_grid,400000,0.3,0.9,360,42
site2,normal,6,360,0.5326199233713568,0.0,0,100.0,802.9045600000001,0,4,0,0.6312309986643564,0.7030815178948477,0.2768094354836171,0.5944444444444444,2121.0773809523807,1651.3355123809524,stoch_trained,42,normal,stochastic_grid,400000,0.3,0.9,360,42
site2,normal,7,360,0.5177125153656817,0.0,0,100.0,274.69168,0,2,0,0.7999070283734024,0.8504510925629104,0.4621576315938656,0.4861111111111111,2634.4440476190475,1328.4692990476192,stoch_trained,42,normal,stochastic_grid,400000,0.3,0.9,360,42
site2,normal,8,360,0.7724536151319743,0.0,0,100.0,610.36726,0,3,0,0.6313959156829833,0.7060085854359338,0.4157639158799573,0.6138888888888889,2475.407904761905,1600.530421904762,stoch_trained,42,normal,stochastic_grid,400000,0.3,0.9,360,42
site2,normal,9,360,0.8654647177622501,0.0,0,100.0,508.05124000000006,0,2,0,0.7049164184896398,0.7904184138683996,0.5830207877122119,0.5611111111111111,2521.966571428571,1516.8378685714283,stoch_trained,42,normal,stochastic_grid,400000,0.3,0.9,360,42
