site,lead_scenario,episode,steps,init_inv_frac,EENS_kWh,outage_hours,uptime_pct,diesel_kWh,stockout_events,orders_placed,violations,mean_soc,mean_inv_pct,min_inv_pct,dg_on_fraction,grid_kWh,cost_proxy,policy,eval_seed,train_scenario,experiment_tag,train_steps,init_low,init_high,episode_len,training_seed
site7,normal,0,360,0.7643736291335781,0.0,0,100.0,111.89251000000002,0,1,0,0.8360201734080571,0.6924866462798166,0.4949218549716491,0.4277777777777777,873.3734523809524,461.24189095238097,rlinv_stoch_test,42,normal,stochastic_grid,400000,0.3,0.9,360,777
site7,normal,1,360,0.6913795576205464,0.0,0,100.0,137.4609,0,2,0,0.8241244122716771,0.7376689335236007,0.555514367788487,0.5388888888888889,844.0740476190476,475.0905190476191,rlinv_stoch_test,42,normal,stochastic_grid,400000,0.3,0.9,360,777
site7,normal,2,360,0.3735393058043229,0.0,0,100.0,89.69990000000001,0,3,0,0.8593529348061512,0.7434723817444074,0.2681586614862154,0.5527777777777778,920.4740952380952,457.88953809523815,rlinv_stoch_test,42,normal,stochastic_grid,400000,0.3,0.9,360,777
site7,normal,3,360,0.6438783941685035,0.0,0,100.0,189.55935,0,3,0,0.7892432811710347,0.8402531789783082,0.6245248360426454,0.5722222222222222,852.0966190476191,530.3979976190476,rlinv_stoch_test,42,normal,stochastic_grid,400000,0.3,0.9,360,777
site7,normal,4,360,0.8433625660141872,0.0,0,100.0,116.74289,0,1,0,0.7999170332918201,0.761492173589318,0.4619246453450374,0.6194444444444445,962.486738095238,501.7375852380952,rlinv_stoch_test,42,normal,stochastic_grid,400000,0.3,0.9,360,777
site7,normal,5,360,0.7450811967855364,0.0,0,100.0,88.79025000000001,0,1,0,0.8567039609053498,0.8732734699963084,0.6469027350460081,0.5944444444444444,908.7961666666666,452.3087166666666,rlinv_stoch_test,42,normal,stochastic_grid,400000,0.3,0.9,360,777
site7,normal,6,360,0.5326199233713568,0.0,0,100.0,166.99157,0,3,0,0.7530837698992852,0.7396860286012682,0.5326199233713568,0.5888888888888889,847.7771666666666,506.1024366666667,rlinv_stoch_test,42,normal,stochastic_grid,400000,0.3,0.9,360,777
site7,normal,7,360,0.5177125153656817,0.0,0,100.0,46.455000000000005,0,2,0,0.931739522417154,0.8908110082174826,0.4653512136601337,0.5472222222222223,948.285,425.76900000000006,rlinv_stoch_test,42,normal,stochastic_grid,400000,0.3,0.9,360,777
site7,normal,8,360,0.7724536151319743,0.0,0,100.0,134.28300000000002,0,2,0,0.8281901261641759,0.7724379800350069,0.5724663577314645,0.4583333333333333,912.5783809523808,499.3143523809524,rlinv_stoch_test,42,normal,stochastic_grid,400000,0.3,0.9,360,777
site7,normal,9,360,0.8654647177622501,0.0,0,100.0,73.30106,0,1,0,0.8650315207385748,0.8305073800579511,0.6259657306355431,0.525,939.9868095238096,449.2957838095238,rlinv_stoch_test,42,normal,stochastic_grid,400000,0.3,0.9,360,777
