site,lead_scenario,episode,steps,init_inv_frac,EENS_kWh,outage_hours,uptime_pct,diesel_kWh,stockout_events,orders_placed,violations,mean_soc,mean_inv_pct,min_inv_pct,dg_on_fraction,grid_kWh,cost_proxy,policy,eval_seed,train_scenario,experiment_tag,train_steps,init_low,init_high,episode_len,training_seed
site2,normal,0,360,0.7643736291335781,0.0,0,100.0,386.1676000000001,0,2,0,0.7609707263915961,0.7651226805589431,0.5338225745290763,0.4472222222222222,2584.811761904762,1420.0923047619049,rlinv_stoch_test,42,normal,stochastic_grid,400000,0.3,0.9,360,42
site2,normal,1,360,0.6913795576205464,0.0,0,100.0,918.03036,0,5,0,0.616777969550935,0.8343427348345377,0.4186723651199562,0.5472222222222223,2059.798619047619,1741.9498076190478,rlinv_stoch_test,42,normal,stochastic_grid,400000,0.3,0.9,360,42
site2,normal,2,360,0.3735393058043229,0.0,0,100.0,702.1910399999999,0,4,0,0.6422115810681539,0.6804049764876167,0.1336121751462243,0.6027777777777777,2353.917,1643.75784,rlinv_stoch_test,42,normal,stochastic_grid,400000,0.3,0.9,360,42
site2,normal,3,360,0.6438783941685035,0.0,0,100.0,498.5402,0,3,0,0.7302364145639304,0.8260472367746915,0.5623692415948999,0.4388888888888889,2522.232285714286,1507.4331142857145,rlinv_stoch_test,42,normal,stochastic_grid,400000,0.3,0.9,360,42
site2,normal,4,360,0.8433625660141872,0.0,0,100.0,289.59948,0,1,0,0.7519936105696341,0.7490793960522615,0.4842569213033326,0.4472222222222222,2818.6072380952382,1417.0423752380957,rlinv_stoch_test,42,normal,stochastic_grid,400000,0.3,0.9,360,42
site2,normal,5,360,0.7450811967855364,0.0,0,100.0,419.40878,0,2,0,0.7304169475579381,0.8261756467801942,0.5928559035519341,0.4416666666666666,2530.425904761905,1431.579141904762,rlinv_stoch_test,42,normal,stochastic_grid,400000,0.3,0.9,360,42
site2,normal,6,360,0.5326199233713568,0.0,0,100.0,1285.28688,0,6,0,0.510196101590138,0.6691586185146164,0.1824024381841881,0.7722222222222223,1636.2438571428572,1939.784422857143,rlinv_stoch_test,42,normal,stochastic_grid,400000,0.3,0.9,360,42
site2,normal,7,360,0.5177125153656817,0.0,0,100.0,273.40868,0,2,0,0.7971688494964263,0.7380637337414625,0.4471945125211575,0.4,2718.833,1360.94188,rlinv_stoch_test,42,normal,stochastic_grid,400000,0.3,0.9,360,42
site2,normal,8,360,0.7724536151319743,0.0,0,100.0,996.31574,0,5,0,0.5656283154194642,0.7013584216966449,0.3280103127198866,0.7055555555555556,2072.520095238096,1825.3237780952384,rlinv_stoch_test,42,normal,stochastic_grid,400000,0.3,0.9,360,42
site2,normal,9,360,0.8654647177622501,0.0,0,100.0,384.14084,0,2,0,0.726345600046928,0.8078844392055231,0.5830207877122119,0.5222222222222223,2643.598571428572,1441.5802685714286,rlinv_stoch_test,42,normal,stochastic_grid,400000,0.3,0.9,360,42
