site,lead_scenario,episode,steps,init_inv_frac,EENS_kWh,outage_hours,uptime_pct,diesel_kWh,stockout_events,orders_placed,violations,mean_soc,mean_inv_pct,min_inv_pct,dg_on_fraction,grid_kWh,cost_proxy,policy,eval_seed,train_scenario,experiment_tag,train_steps,init_low,init_high,episode_len,training_seed
site2,monsoon,0,360,0.7643736291335781,0.0,0,100.0,437.95866,0,2,0,0.727152547649989,0.6665363127624642,0.3779972882052496,0.5388888888888889,2473.722047619048,1427.4474790476193,stoch_trained,42,normal,stochastic_grid,400000,0.3,0.9,360,777
site2,monsoon,1,360,0.6913795576205464,0.0,0,100.0,490.25746,0,3,0,0.7129138363204823,0.7216674544607956,0.4839941591280291,0.5527777777777778,2526.9261428571426,1501.0279171428572,stoch_trained,42,normal,stochastic_grid,400000,0.3,0.9,360,777
site2,monsoon,2,360,0.3735393058043229,0.0,0,100.0,612.04826,0,4,0,0.6687024763554977,0.5319636507192078,0.1336121751462243,0.6027777777777777,2349.2359523809528,1551.7426409523812,stoch_trained,42,normal,stochastic_grid,400000,0.3,0.9,360,777
site2,monsoon,3,360,0.6438783941685035,0.0,0,100.0,706.2752800000002,0,3,0,0.6385205174716627,0.726273087428849,0.227169289963329,0.6111111111111112,2308.797285714286,1629.7941942857146,stoch_trained,42,normal,stochastic_grid,400000,0.3,0.9,360,777
site2,monsoon,4,360,0.8433625660141872,0.0,0,100.0,233.1392,0,1,0,0.7883523786639955,0.7607667856478028,0.5077501583604592,0.4805555555555555,2825.961238095238,1363.5236952380951,stoch_trained,42,normal,stochastic_grid,400000,0.3,0.9,360,777
site2,monsoon,5,360,0.7450811967855364,0.0,0,100.0,1236.73518,0,5,0,0.4321975658345968,0.5009547125433437,0.1647556599823436,0.8972222222222223,1759.429142857143,1940.5068371428572,stoch_trained,42,normal,stochastic_grid,400000,0.3,0.9,360,777
site2,monsoon,6,360,0.5326199233713568,0.0,0,100.0,614.1665800000001,0,4,0,0.680778141018699,0.6392857944541378,0.2742435766848817,0.5527777777777778,2311.8130952380952,1538.8918180952382,stoch_trained,42,normal,stochastic_grid,400000,0.3,0.9,360,777
site2,monsoon,7,360,0.5177125153656817,93.749,12,96.6667,529.7918999999999,0,2,0,0.6595256062287922,0.3091704760189881,0.0550576932060312,0.5472222222222223,2474.8959523809526,1519.750280952381,stoch_trained,42,normal,stochastic_grid,400000,0.3,0.9,360,777
site2,monsoon,8,360,0.7724536151319743,40.8306,5,98.6111,703.35964,0,3,0,0.6139624587123673,0.5074860270179399,0.0599416813736897,0.6444444444444445,2312.2504285714285,1628.2598114285715,stoch_trained,42,normal,stochastic_grid,400000,0.3,0.9,360,777
site2,monsoon,9,360,0.8654647177622501,0.0,0,100.0,678.3931,0,3,0,0.6328724685943254,0.726950114143447,0.3258504559854014,0.6,2304.785857142857,1600.3074428571429,stoch_trained,42,normal,stochastic_grid,400000,0.3,0.9,360,777
