site,lead_scenario,episode,steps,init_inv_frac,EENS_kWh,outage_hours,uptime_pct,diesel_kWh,stockout_events,orders_placed,violations,mean_soc,mean_inv_pct,min_inv_pct,dg_on_fraction,grid_kWh,cost_proxy,policy,eval_seed,train_scenario,experiment_tag,train_steps,init_low,init_high,episode_len,training_seed
site5,extreme,0,360,0.7643736291335781,1184.3416,178,50.5556,421.31724,0,1,0,0.3495263834741174,0.2065838024989046,0.0629778203555849,0.2777777777777778,651.6391428571428,681.9728971428572,stoch_trained,42,normal,stochastic_grid,400000,0.3,0.9,360,42
site5,extreme,1,360,0.6913795576205464,297.5734,47,86.9444,553.6330800000001,0,2,0,0.4929327620749404,0.2654485524849195,0.0594637416507519,0.5305555555555556,1481.4541904761904,1146.2147561904762,stoch_trained,42,normal,stochastic_grid,400000,0.3,0.9,360,42
site5,extreme,2,360,0.3735393058043229,814.7526,128,64.4444,369.35448,0,2,0,0.3961339569345173,0.1191685364443562,0.0586494802055054,0.2555555555555555,1171.1086666666667,837.7979466666667,stoch_trained,42,normal,stochastic_grid,400000,0.3,0.9,360,42
site5,extreme,3,360,0.6438783941685035,206.4878,36,90.0,687.12964,0,3,0,0.4978152479965345,0.2231335529171595,0.0693780578851997,0.4916666666666666,1452.7506666666668,1268.2299066666667,stoch_trained,42,normal,stochastic_grid,400000,0.3,0.9,360,42
site5,extreme,4,360,0.8433625660141872,301.76584,45,87.5,471.05768,0,1,0,0.5754811611075012,0.2823196715805081,0.0591604231237488,0.3166666666666666,1624.8352380952383,1120.9917752380952,stoch_trained,42,normal,stochastic_grid,400000,0.3,0.9,360,42
site5,extreme,5,360,0.7450811967855364,323.21908,52,85.5556,783.20716,0,4,0,0.4819118204461772,0.3507941181292785,0.0653102023858186,0.5583333333333333,1207.1585714285716,1266.0705885714287,stoch_trained,42,normal,stochastic_grid,400000,0.3,0.9,360,42
site5,extreme,6,360,0.5326199233713568,1.2834000000000017,1,99.7222,678.66528,0,4,0,0.6114263184968595,0.3432008522235762,0.0697101738191793,0.5138888888888888,1665.216476190476,1344.7518704761906,stoch_trained,42,normal,stochastic_grid,400000,0.3,0.9,360,42
site5,extreme,7,360,0.5177125153656817,400.17444,60,83.3333,449.77688,0,2,0,0.5381549842971628,0.2229699798191677,0.0647758631492085,0.4194444444444444,1530.8136190476189,1062.1023276190476,stoch_trained,42,normal,stochastic_grid,400000,0.3,0.9,360,42
site5,extreme,8,360,0.7724536151319743,590.1625200000001,88,75.5556,425.14612,0,1,0,0.5136255324525305,0.2925192073938327,0.0646836062754039,0.3416666666666667,1293.3910476190476,942.502539047619,stoch_trained,42,normal,stochastic_grid,400000,0.3,0.9,360,42
site5,extreme,9,360,0.8654647177622501,279.09492,42,88.3333,671.4009599999999,0,3,0,0.5232487410656271,0.3762474104925374,0.0578271579138104,0.5055555555555555,1391.2575238095235,1227.903969523809,stoch_trained,42,normal,stochastic_grid,400000,0.3,0.9,360,42
