site,lead_scenario,episode,steps,init_inv_frac,EENS_kWh,outage_hours,uptime_pct,diesel_kWh,stockout_events,orders_placed,violations,mean_soc,mean_inv_pct,min_inv_pct,dg_on_fraction,grid_kWh,cost_proxy,policy,eval_seed,train_scenario,experiment_tag,train_steps,init_low,init_high,episode_len,training_seed
site5,normal,0,360,0.7643736291335781,0.0,0,100.0,844.12156,0,5,0,0.535131217962602,0.7234483872426671,0.2480180744658993,0.7388888888888889,1483.3515238095238,1437.4621695238095,rlinv_stoch_test,42,normal,stochastic_grid,400000,0.3,0.9,360,123
site5,normal,1,360,0.6913795576205464,0.0,0,100.0,945.48712,0,6,0,0.5179045962385387,0.6937733326059519,0.3726850027464361,0.6805555555555556,1361.979142857143,1490.278777142857,rlinv_stoch_test,42,normal,stochastic_grid,400000,0.3,0.9,360,123
site5,normal,2,360,0.3735393058043229,0.0,0,100.0,897.24148,0,6,0,0.5039071953288571,0.7304524958787487,0.1931071984067561,0.7694444444444445,1440.5157142857145,1473.447765714286,rlinv_stoch_test,42,normal,stochastic_grid,400000,0.3,0.9,360,123
site5,normal,3,360,0.6438783941685035,0.0,0,100.0,1131.6716,0,7,0,0.4616732275647968,0.7263953738857001,0.4870943280039311,0.775,1153.2951428571428,1592.9896571428571,rlinv_stoch_test,42,normal,stochastic_grid,400000,0.3,0.9,360,123
site5,normal,4,360,0.8433625660141872,0.0,0,100.0,905.52432,0,5,0,0.5180398346689771,0.7349265617627375,0.4827647142318856,0.7861111111111111,1530.336,1517.65872,rlinv_stoch_test,42,normal,stochastic_grid,400000,0.3,0.9,360,123
site5,normal,5,360,0.7450811967855364,0.0,0,100.0,1168.9722000000002,0,6,0,0.4720223494693524,0.7027786196863921,0.3717031810567999,0.7694444444444445,1113.1404761904762,1614.2283904761907,rlinv_stoch_test,42,normal,stochastic_grid,400000,0.3,0.9,360,123
site5,normal,6,360,0.5326199233713568,0.0,0,100.0,816.8174799999999,0,5,0,0.5932090237166991,0.7778066839827781,0.4213534338360936,0.6472222222222223,1481.2540952380953,1409.319118095238,rlinv_stoch_test,42,normal,stochastic_grid,400000,0.3,0.9,360,123
site5,normal,7,360,0.5177125153656817,0.0,0,100.0,624.50568,0,5,0,0.6892495397444228,0.8421192045178258,0.4763929530001118,0.5555555555555556,1666.5699047619046,1291.1336419047618,rlinv_stoch_test,42,normal,stochastic_grid,400000,0.3,0.9,360,123
site5,normal,8,360,0.7724536151319743,35.767,5,98.6111,1175.16896,0,6,0,0.4343361896252978,0.5446624589019282,0.0574452579924464,0.7833333333333333,1134.4888571428571,1628.9645028571429,rlinv_stoch_test,42,normal,stochastic_grid,400000,0.3,0.9,360,123
site5,normal,9,360,0.8654647177622501,0.0,0,100.0,982.40152,0,5,0,0.4914224333983106,0.7340232327218623,0.4891738893066886,0.7527777777777778,1365.286761904762,1528.5162247619048,rlinv_stoch_test,42,normal,stochastic_grid,400000,0.3,0.9,360,123
