site,lead_scenario,episode,steps,init_inv_frac,EENS_kWh,outage_hours,uptime_pct,diesel_kWh,stockout_events,orders_placed,violations,mean_soc,mean_inv_pct,min_inv_pct,dg_on_fraction,grid_kWh,cost_proxy,policy,seed,train_scenario,experiment_tag,train_steps,init_low,init_high,episode_len
site7,extreme,0,360,0.7672950105481635,81.14510000000001,23,93.6111,195.6389,0,1,0,0.700036537298751,0.3389358313385677,0.12807753685019582,0.5111111111111111,765.2942142857142,501.75658571428573,a7,999,normal,phase3_a7,400000,0.3,0.9,360
site7,extreme,1,360,0.6128314427850377,10.148,4,98.8889,266.63599999999997,0,2,0,0.700036537298751,0.4901797632865227,0.12881134418087936,0.7083333333333334,765.2942142857142,572.7536857142857,a7,999,normal,phase3_a7,400000,0.3,0.9,360
site7,extreme,2,360,0.6675569571419706,10.148,4,98.8889,266.63599999999997,0,2,0,0.700036537298751,0.3486599278180492,0.12881134418087936,0.5583333333333333,765.2942142857142,572.7536857142857,a7,999,normal,phase3_a7,400000,0.3,0.9,360
site7,extreme,3,360,0.5284926956898696,0.0,0,100.0,276.784,0,3,0,0.700036537298751,0.5567484173390531,0.19383290858001728,0.7138888888888889,765.2942142857142,582.9016857142857,a7,999,normal,phase3_a7,400000,0.3,0.9,360
site7,extreme,4,360,0.41265442096118005,99.41087000000002,30,91.6667,177.37313,0,2,0,0.700036537298751,0.22961911406783314,0.13311730405599811,0.3388888888888889,765.2942142857142,483.4908157142857,a7,999,normal,phase3_a7,400000,0.3,0.9,360
site7,extreme,5,360,0.300528271644429,227.34270000000004,67,81.3889,49.4413,0,1,0,0.700036537298751,0.14832066892310355,0.13898707057274373,0.058333333333333334,765.2942142857142,355.5589857142857,a7,999,normal,phase3_a7,400000,0.3,0.9,360
site7,extreme,6,360,0.34933150384073625,211.5492,63,82.5,65.23479999999999,0,1,0,0.700036537298751,0.15304083734106658,0.13618767583315602,0.06944444444444445,765.2942142857142,371.3524857142857,a7,999,normal,phase3_a7,400000,0.3,0.9,360
site7,extreme,7,360,0.5021528601436946,74.02260000000001,23,93.6111,202.7614,0,2,0,0.700036537298751,0.24714730803699064,0.13863417099777542,0.37222222222222223,765.2942142857142,508.8790857142857,a7,999,normal,phase3_a7,400000,0.3,0.9,360
site7,extreme,8,360,0.34273496247653146,121.97003000000001,36,90.0,154.81396999999998,0,2,0,0.700036537298751,0.19599193850519692,0.13690613806301763,0.25833333333333336,765.2942142857142,460.9316557142857,a7,999,normal,phase3_a7,400000,0.3,0.9,360
site7,extreme,9,360,0.40035164943277124,104.31087000000002,31,91.3889,172.47313,0,2,0,0.700036537298751,0.24020909414223274,0.13682446522052527,0.33055555555555555,765.2942142857142,478.59081571428567,a7,999,normal,phase3_a7,400000,0.3,0.9,360
