site,lead_scenario,episode,steps,init_inv_frac,EENS_kWh,outage_hours,uptime_pct,diesel_kWh,stockout_events,orders_placed,violations,mean_soc,mean_inv_pct,min_inv_pct,dg_on_fraction,grid_kWh,cost_proxy,policy,seed,train_scenario,experiment_tag,train_steps,init_low,init_high,episode_len
site2,normal,0,360,0.6666563579681828,0.0,0,100.0,749.56142,0,2,0,0.6408744709317017,0.4782554807785676,0.18763527163629468,0.6583333333333333,2409.114428571428,1713.2071914285712,oracle_mpc,777,normal,main,0,0.3,0.9,360
site2,normal,1,360,0.4580150269753279,0.7686000000000046,1,99.7222,748.79282,0,2,0,0.6408744709317017,0.5350659411450385,0.18969919840686073,0.6527777777777778,2409.114428571428,1712.4385914285713,oracle_mpc,777,normal,main,0,0.3,0.9,360
site2,normal,2,360,0.5369484771122555,5.156,1,99.7222,744.40542,0,2,0,0.6408744709317017,0.49966427724187795,0.1989164675767652,0.6527777777777778,2409.114428571428,1708.0511914285712,oracle_mpc,777,normal,main,0,0.3,0.9,360
site2,normal,3,360,0.5160688375398393,0.0,0,100.0,749.56142,0,2,0,0.6408744709317017,0.48933462701689107,0.17061457737527164,0.6583333333333333,2409.114428571428,1713.2071914285712,oracle_mpc,777,normal,main,0,0.3,0.9,360
site2,normal,4,360,0.5726457547994304,0.0,0,100.0,749.56142,0,2,0,0.6408744709317017,0.46091154427648184,0.13688130329165973,0.6611111111111111,2409.114428571428,1713.2071914285712,oracle_mpc,777,normal,main,0,0.3,0.9,360
site2,normal,5,360,0.3290369763684188,0.0,0,100.0,749.56142,0,2,0,0.6408744709317017,0.5089694325121369,0.1400626461847914,0.6555555555555556,2409.114428571428,1713.2071914285712,oracle_mpc,777,normal,main,0,0.3,0.9,360
site2,normal,6,360,0.4438695439032484,0.0,0,100.0,749.56142,0,2,0,0.6408744709317017,0.46713533338030006,0.09841528373868064,0.6611111111111111,2409.114428571428,1713.2071914285712,oracle_mpc,777,normal,main,0,0.3,0.9,360
site2,normal,7,360,0.5223572142885946,0.0,0,100.0,749.56142,0,2,0,0.6408744709317017,0.44562300376564623,0.16088148775448052,0.6611111111111111,2409.114428571428,1713.2071914285712,oracle_mpc,777,normal,main,0,0.3,0.9,360
site2,normal,8,360,0.5669378459564102,0.0,0,100.0,749.56142,0,2,0,0.6408744709317017,0.49853696876679493,0.13117339444863954,0.6638888888888889,2409.114428571428,1713.2071914285712,oracle_mpc,777,normal,main,0,0.3,0.9,360
site2,normal,9,360,0.8982174966923713,72.1816,9,97.5,677.37982,0,1,0,0.6408744709317017,0.4390689417951638,0.05667129044708571,0.6305555555555555,2409.114428571428,1641.0255914285713,oracle_mpc,777,normal,main,0,0.3,0.9,360
