site,lead_scenario,episode,steps,init_inv_frac,EENS_kWh,outage_hours,uptime_pct,diesel_kWh,stockout_events,orders_placed,violations,mean_soc,mean_inv_pct,min_inv_pct,dg_on_fraction,grid_kWh,cost_proxy,policy,seed,train_scenario,experiment_tag,train_steps,init_low,init_high,episode_len
site2,normal,0,360,0.6666563579681828,0.0,0,100.0,749.56142,0,4,0,0.6408744709317017,0.8040888141119014,0.5566412140433151,0.6472222222222223,2409.114428571428,1713.2071914285712,rlinv_lognormal08,777,normal,sensitivity_lognormal_sigma08,400000,0.3,0.9,360
site2,normal,1,360,0.4580150269753279,0.0,0,100.0,749.56142,0,5,0,0.6408744709317017,0.7337808164523795,0.3479998830504603,0.6638888888888889,2409.114428571428,1713.2071914285712,rlinv_lognormal08,777,normal,sensitivity_lognormal_sigma08,400000,0.3,0.9,360
site2,normal,2,360,0.5369484771122555,0.0,0,100.0,749.56142,0,5,0,0.6408744709317017,0.7360475999226405,0.4269333331873878,0.6638888888888889,2409.114428571428,1713.2071914285712,rlinv_lognormal08,777,normal,sensitivity_lognormal_sigma08,400000,0.3,0.9,360
site2,normal,3,360,0.5160688375398393,0.0,0,100.0,749.56142,0,5,0,0.6408744709317017,0.7776679603502246,0.4060536936149717,0.65,2409.114428571428,1713.2071914285712,rlinv_lognormal08,777,normal,sensitivity_lognormal_sigma08,400000,0.3,0.9,360
site2,normal,4,360,0.5726457547994304,0.0,0,100.0,749.56142,0,5,0,0.6408744709317017,0.7767448776098156,0.4626306108745627,0.6555555555555556,2409.114428571428,1713.2071914285712,rlinv_lognormal08,777,normal,sensitivity_lognormal_sigma08,400000,0.3,0.9,360
site2,normal,5,360,0.3290369763684188,0.0,0,100.0,749.56142,0,5,0,0.6408744709317017,0.7139694325121372,0.23317823521437103,0.6638888888888889,2409.114428571428,1713.2071914285712,rlinv_lognormal08,777,normal,sensitivity_lognormal_sigma08,400000,0.3,0.9,360
site2,normal,6,360,0.4438695439032484,0.0,0,100.0,749.56142,0,5,0,0.6408744709317017,0.7721353333802999,0.33385439997838073,0.6833333333333333,2409.114428571428,1713.2071914285712,rlinv_lognormal08,777,normal,sensitivity_lognormal_sigma08,400000,0.3,0.9,360
site2,normal,7,360,0.5223572142885946,0.0,0,100.0,749.56142,0,5,0,0.6408744709317017,0.7447896704323131,0.41234207036372694,0.6722222222222223,2409.114428571428,1713.2071914285712,rlinv_lognormal08,777,normal,sensitivity_lognormal_sigma08,400000,0.3,0.9,360
site2,normal,8,360,0.5669378459564102,261.8766,32,91.1111,487.68482,0,3,0,0.6408744709317017,0.25839020081433434,0.04807384185660997,0.4722222222222222,2409.114428571428,1451.3305914285713,rlinv_lognormal08,777,normal,sensitivity_lognormal_sigma08,400000,0.3,0.9,360
site2,normal,9,360,0.8982174966923713,0.0,0,100.0,749.56142,0,3,0,0.6408744709317017,0.7564832861694231,0.5527632365278038,0.6777777777777778,2409.114428571428,1713.2071914285712,rlinv_lognormal08,777,normal,sensitivity_lognormal_sigma08,400000,0.3,0.9,360
