site,lead_scenario,episode,steps,init_inv_frac,EENS_kWh,outage_hours,uptime_pct,diesel_kWh,stockout_events,orders_placed,violations,mean_soc,mean_inv_pct,min_inv_pct,dg_on_fraction,grid_kWh,cost_proxy,policy,seed,train_scenario,experiment_tag,train_steps,init_low,init_high,episode_len
site7,delayed,0,360,0.6400458858338742,0.0,0,100.0,276.784,0,1,0,0.700036537298751,0.46421966130999726,0.14248713918289072,0.33611111111111114,765.2942142857142,582.9016857142857,mpc_lognormal08,500,normal,sensitivity_lognormal_sigma08,0,0.3,0.9,360
site7,delayed,1,360,0.8978558151376326,9.319,3,99.1667,267.46500000000003,0,1,0,0.700036537298751,0.5275411642340334,0.13177498131419918,0.3277777777777778,765.2942142857142,573.5826857142857,mpc_lognormal08,500,normal,sensitivity_lognormal_sigma08,0,0.3,0.9,360
site7,delayed,2,360,0.38375680226035874,0.0,0,100.0,276.784,0,2,0,0.700036537298751,0.4512639110698151,0.1586823070633386,0.33611111111111114,765.2942142857142,582.9016857142857,mpc_lognormal08,500,normal,sensitivity_lognormal_sigma08,0,0.3,0.9,360
site7,delayed,3,360,0.5469648678219678,0.0,0,100.0,276.784,0,2,0,0.700036537298751,0.4678053099647575,0.16169390787947288,0.33611111111111114,765.2942142857142,582.9016857142857,mpc_lognormal08,500,normal,sensitivity_lognormal_sigma08,0,0.3,0.9,360
site7,delayed,4,360,0.307781120326638,38.5993,12,96.6667,238.1847,0,2,0,0.700036537298751,0.4001610962935871,0.1295523416557891,0.2916666666666667,765.2942142857142,544.3023857142857,mpc_lognormal08,500,normal,sensitivity_lognormal_sigma08,0,0.3,0.9,360
site7,delayed,5,360,0.8102537803087884,0.0,0,100.0,276.784,0,1,0,0.700036537298751,0.5544275557849114,0.19534778148502838,0.33611111111111114,765.2942142857142,582.9016857142857,mpc_lognormal08,500,normal,sensitivity_lognormal_sigma08,0,0.3,0.9,360
site7,delayed,6,360,0.4806350129551042,0.0,0,100.0,276.784,0,2,0,0.700036537298751,0.4098087884312272,0.15741887886374953,0.33611111111111114,765.2942142857142,582.9016857142857,mpc_lognormal08,500,normal,sensitivity_lognormal_sigma08,0,0.3,0.9,360
site7,delayed,7,360,0.46137535805531094,53.359300000000005,16,95.5556,223.42470000000003,0,1,0,0.700036537298751,0.3938120440355473,0.13815922396395636,0.28055555555555556,765.2942142857142,529.5423857142857,mpc_lognormal08,500,normal,sensitivity_lognormal_sigma08,0,0.3,0.9,360
site7,delayed,8,360,0.8075146127270791,0.0,0,100.0,276.784,0,1,0,0.700036537298751,0.5500217215365356,0.19260861390331915,0.33611111111111114,765.2942142857142,582.9016857142857,mpc_lognormal08,500,normal,sensitivity_lognormal_sigma08,0,0.3,0.9,360
site7,delayed,9,360,0.5264223036325569,31.5025,9,97.5,245.28150000000002,0,1,0,0.700036537298751,0.36979821903040916,0.13179272119774016,0.3111111111111111,765.2942142857142,551.3991857142857,mpc_lognormal08,500,normal,sensitivity_lognormal_sigma08,0,0.3,0.9,360
