site,lead_scenario,episode,steps,init_inv_frac,EENS_kWh,outage_hours,uptime_pct,diesel_kWh,stockout_events,orders_placed,violations,mean_soc,mean_inv_pct,min_inv_pct,dg_on_fraction,grid_kWh,cost_proxy,policy,seed,train_scenario,experiment_tag,train_steps,init_low,init_high,episode_len
site2,delayed,0,360,0.7643736291335781,0.0,0,100.0,749.56142,0,4,0,0.6408744709317017,0.5618060852772963,0.25929865806826335,0.5666666666666667,2409.114428571428,1713.2071914285712,gamma_0.95,42,normal,gamma_sensitivity,400000,0.3,0.9,360
site2,delayed,1,360,0.6913795576205464,0.0,0,100.0,749.56142,0,4,0,0.6408744709317017,0.7913120137642642,0.5737129600516356,0.5361111111111111,2409.114428571428,1713.2071914285712,gamma_0.95,42,normal,gamma_sensitivity,400000,0.3,0.9,360
site2,delayed,2,360,0.37353930580432293,0.0,0,100.0,749.56142,0,5,0,0.6408744709317017,0.5676384286147076,0.2377748542965522,0.5611111111111111,2409.114428571428,1713.2071914285712,gamma_0.95,42,normal,gamma_sensitivity,400000,0.3,0.9,360
site2,delayed,3,360,0.6438783941685035,0.0,0,100.0,749.56142,0,4,0,0.6408744709317017,0.6554775169788885,0.4549040639848761,0.55,2409.114428571428,1713.2071914285712,gamma_0.95,42,normal,gamma_sensitivity,400000,0.3,0.9,360
site2,delayed,4,360,0.8433625660141872,0.0,0,100.0,749.56142,0,4,0,0.6408744709317017,0.7032950221579057,0.40706289480434343,0.5666666666666667,2409.114428571428,1713.2071914285712,gamma_0.95,42,normal,gamma_sensitivity,400000,0.3,0.9,360
site2,delayed,5,360,0.7450811967855364,0.0,0,100.0,749.56142,0,4,0,0.6408744709317017,0.6325136529292545,0.30878152557569216,0.5444444444444444,2409.114428571428,1713.2071914285712,gamma_0.95,42,normal,gamma_sensitivity,400000,0.3,0.9,360
site2,delayed,6,360,0.5326199233713568,0.0,0,100.0,749.56142,0,5,0,0.6408744709317017,0.7117190461817419,0.42260477944648905,0.575,2409.114428571428,1713.2071914285712,gamma_0.95,42,normal,gamma_sensitivity,400000,0.3,0.9,360
site2,delayed,7,360,0.5177125153656817,0.0,0,100.0,749.56142,0,5,0,0.6408744709317017,0.7118116381760665,0.45563969784709735,0.5694444444444444,2409.114428571428,1713.2071914285712,gamma_0.95,42,normal,gamma_sensitivity,400000,0.3,0.9,360
site2,delayed,8,360,0.7724536151319743,0.0,0,100.0,749.56142,0,4,0,0.6408744709317017,0.7523860712756923,0.5834792849483469,0.5722222222222222,2409.114428571428,1713.2071914285712,gamma_0.95,42,normal,gamma_sensitivity,400000,0.3,0.9,360
site2,delayed,9,360,0.8654647177622501,0.0,0,100.0,749.56142,0,4,0,0.6408744709317017,0.6228971739059681,0.2935811417230484,0.5527777777777778,2409.114428571428,1713.2071914285712,gamma_0.95,42,normal,gamma_sensitivity,400000,0.3,0.9,360
